source_asin,candidate_listing_url,source_parent_asin,candidate_name,competitor_asin,competitor_listing_url,competitor_type,relevance_score,keyword_evidence_count,evidence_keywords,relevance_reasons,competitor_parent_asin,title,brand,price,monthly_sales,reviews,rating,seller_count,seller_address,is_fba,variation_count,bsr_category
B0BXFSKDC4,https://www.amazon.com/dp/B0BXFSKDC4,B09WLX2SQY,Alexander Home The Original Greek Salt Mill 9 Inch Tall | European Salt Mill Grinder with Crank Handle | Manual Salt Grinder | Salt Refillable - Copper,B0BXFPPHPF,https://www.amazon.com/dp/B0BXFPPHPF,direct,95,1,copper salt and pepper grinder set,same parent ASIN,B09WLX2SQY,"Alexander Home Original Greek Pepper Mill, 8-Inch Copper – European Manual Pepper Grinder, Refillable, with Polishing Cloth",Alexander Home,84.5,50.0,502.0,4.3,4.0,US,True,12.0,Pepper Mills / 15850251 / 14
B0BXFSKDC4,https://www.amazon.com/dp/B0BXFSKDC4,B09WLX2SQY,Alexander Home The Original Greek Salt Mill 9 Inch Tall | European Salt Mill Grinder with Crank Handle | Manual Salt Grinder | Salt Refillable - Copper,B0C3DFYPB8,https://www.amazon.com/dp/B0C3DFYPB8,direct,61.7,1,copper salt and pepper grinder set,title overlap 53%; reverse overlap 80%; 1 keyword signals; shared product terms,B0FW495RV5,"Original Greek Pepper Mill, European Style Salt and Pepper Grinder, 9-Inch (Copper)",Makimoo,61.99,0.0,42.0,4.3,2.0,CN,True,2.0,Pepper Mills / 15850251 / 78
B0BXFSKDC4,https://www.amazon.com/dp/B0BXFSKDC4,B09WLX2SQY,Alexander Home The Original Greek Salt Mill 9 Inch Tall | European Salt Mill Grinder with Crank Handle | Manual Salt Grinder | Salt Refillable - Copper,B0FRZ7F4HP,https://www.amazon.com/dp/B0FRZ7F4HP,keyword,37.9,1,copper salt and pepper grinder set,title overlap 27%; reverse overlap 18%; 1 keyword signals; shared product terms,B0FRZ7F4HP,"Premium 8' Salt and Pepper Grinder 2PK. Large Peppermill - Refillable, Adjustable Coarse, Antique Stainless Steel Spice Shaker. Clear Acrylic aesthetic - Cute Copper Color Kitchen Gift for Mom",Kraftel,64.99,50.0,30.0,4.7,1.0,IN,True,0.0,Salt & Pepper Mill Sets / 15850261 / 141
B0BXFSKDC4,https://www.amazon.com/dp/B0BXFSKDC4,B09WLX2SQY,Alexander Home The Original Greek Salt Mill 9 Inch Tall | European Salt Mill Grinder with Crank Handle | Manual Salt Grinder | Salt Refillable - Copper,B082V134CK,https://www.amazon.com/dp/B082V134CK,keyword,34.6,2,sea salt grinder; salt grinder refillable,title overlap 33%; reverse overlap 29%; 2 keyword signals; shared product terms,B0CGS119PZ,Original Stainless Steel Salt or Pepper Grinder 1pk - Adjustable Ceramic Sea Salt Grinder or Pepper Mill - Tall Glass Spice Shaker - Spice Mill w/EBook,HOME EC,8.99,5000.0,42050.0,4.5,1.0,US,True,13.0,Salt Mills / 15850271 / 1
B0BXFSKDC4,https://www.amazon.com/dp/B0BXFSKDC4,B09WLX2SQY,Alexander Home The Original Greek Salt Mill 9 Inch Tall | European Salt Mill Grinder with Crank Handle | Manual Salt Grinder | Salt Refillable - Copper,B07S82DX3K,https://www.amazon.com/dp/B07S82DX3K,noise,31.5,3,sea salt grinder; salt grinder refillable; oxo salt grinder,title overlap 27%; reverse overlap 21%; 3 keyword signals; shared product terms,B0F6L9WH5W,"Ebaco Original Stainless Steel Salt or Pepper Grinder - Top Spice Mill with Ceramic Blades, Brushed Stainless Steel and Adjustable Coarseness By Pepper Grinder （Single Package）",Ebaco,6.98,6000.0,12427.0,4.4,1.0,CN,True,3.0,Pepper Mills / 15850251 / 2
B0BXFSKDC4,https://www.amazon.com/dp/B0BXFSKDC4,B09WLX2SQY,Alexander Home The Original Greek Salt Mill 9 Inch Tall | European Salt Mill Grinder with Crank Handle | Manual Salt Grinder | Salt Refillable - Copper,B0GFS74DQC,https://www.amazon.com/dp/B0GFS74DQC,noise,31.5,1,copper salt and pepper grinder set,title overlap 27%; reverse overlap 29%; 1 keyword signals; shared product terms,B0GWHHYKJ5,"R DRURLCD Copper Salt and Pepper Grinder Set of 2，Refillable Adjustable Coarseness Stainless Steel, Pepper Mills W/Funnel for Kitchen",R DRURLCD,19.97,0.0,2.0,5.0,1.0,CN,True,0.0,Salt & Pepper Mill Sets / 15850261 / 357
B0BXFSKDC4,https://www.amazon.com/dp/B0BXFSKDC4,B09WLX2SQY,Alexander Home The Original Greek Salt Mill 9 Inch Tall | European Salt Mill Grinder with Crank Handle | Manual Salt Grinder | Salt Refillable - Copper,B0GGXJQ2JP,https://www.amazon.com/dp/B0GGXJQ2JP,noise,30.6,1,salt grinder refillable,title overlap 33%; reverse overlap 28%; 1 keyword signals; shared product terms,B0GXV2CHSS,"Aelga Salt and Pepper Grinder Set with Wooden Tray - 4oz Glass Manual Pepper Mill with 5-Level Adjustable Coarseness, Refillable Salt Grinder with Wood Lid, Silicone Funnel",Aelga,0.0,0.0,0.0,0.0,1.0,,False,0.0,Salt & Pepper Mill Sets / 15850261 / 107
B0BXFSKDC4,https://www.amazon.com/dp/B0BXFSKDC4,B09WLX2SQY,Alexander Home The Original Greek Salt Mill 9 Inch Tall | European Salt Mill Grinder with Crank Handle | Manual Salt Grinder | Salt Refillable - Copper,B07SZHWNJ5,https://www.amazon.com/dp/B07SZHWNJ5,noise,30.5,1,salt grinder refillable,title overlap 33%; reverse overlap 22%; 1 keyword signals; shared product terms,B09R42N4XY,"Mincham Manual Salt or Pepper Grinder for Professional Chef, Best Spice Mill with Stainless Steel Cap, Ceramic Blades and Adjustable Coarseness, Refillable Glass Body with 6OZ Capacity",Mincham,5.99,1000.0,4552.0,4.4,1.0,CN,True,5.0,Pepper Mills / 15850251 / 7
B0BXFSKDC4,https://www.amazon.com/dp/B0BXFSKDC4,B09WLX2SQY,Alexander Home The Original Greek Salt Mill 9 Inch Tall | European Salt Mill Grinder with Crank Handle | Manual Salt Grinder | Salt Refillable - Copper,B000V89IDQ,https://www.amazon.com/dp/B000V89IDQ,noise,21.5,2,sea salt grinder; oxo salt grinder,title overlap 13%; reverse overlap 33%; 2 keyword signals,B0CR6HHZW4,"McCormick Sea Salt Grinder, 2.12 oz",McCormick,247.0,6000.0,7017.0,4.8,2.0,,True,6.0,Sea Salts / 16321901 / 15
B0BXFSKDC4,https://www.amazon.com/dp/B0BXFSKDC4,B09WLX2SQY,Alexander Home The Original Greek Salt Mill 9 Inch Tall | European Salt Mill Grinder with Crank Handle | Manual Salt Grinder | Salt Refillable - Copper,B0F7X5RX9D,https://www.amazon.com/dp/B0F7X5RX9D,noise,20.9,1,kitchenaid grain mill,title overlap 13%; reverse overlap 8%; 1 keyword signals,B0FVL5ZL3T,"Metal Grain Mill Attachment for KitchenAid Stand Mixer, Flour Mill Grinder for Kitchen Aid Accessories and Attachments, Fit for Grinding Non-Oily Dry Grain Corn, Coffee Bean, Buckwheat, Oats, Millet",InnoMoon,59.99,200.0,590.0,4.3,7.0,CN,True,1.0,Mixer Parts & Accessories / 3204225011 / 23
B0GF1C8T7G,https://www.amazon.com/dp/B0GF1C8T7G,B0DBVNH8JX,"BITPOTT Solar Pathway Lights Outdoor,Bright Solar Lights for Outside, Waterproof Auto On/Off Garden Lights Solar Powered Landscape Lights for Yard Walkway Driveway Lawn (Cool White, 12 Pack)",B0BV1KVY19,https://www.amazon.com/dp/B0BV1KVY19,direct,74.2,2,solar walkway lights; outdoor solar walkway lights,title overlap 80%; reverse overlap 76%; 2 keyword signals; shared product terms,B0DQZSX3PH,"BITPOTT Bright Solar Pathway Lights Outdoor, 8 Pack Solar Powered Garden Lights Waterproof IP65, Auto On/Off Outdoor Light for Lawn Patio Walkway Driveway Decor Landscape Lighting",BITPOTT,59.79,4000.0,4024.0,4.5,3.0,CN,True,10.0,Landscape Path Lights / 14193171 / 7
B0GF1C8T7G,https://www.amazon.com/dp/B0GF1C8T7G,B0DBVNH8JX,"BITPOTT Solar Pathway Lights Outdoor,Bright Solar Lights for Outside, Waterproof Auto On/Off Garden Lights Solar Powered Landscape Lights for Yard Walkway Driveway Lawn (Cool White, 12 Pack)",B0DR2GFLRS,https://www.amazon.com/dp/B0DR2GFLRS,direct,64.6,2,solar walkway lights; outdoor solar walkway lights,title overlap 70%; reverse overlap 78%; 2 keyword signals; shared product terms,B0FDWCGVXC,"DERAYSION 12 Pack Solar Lights Outdoor, Solar Pathway Lights Auto On/Off Waterproof Garden Landscape Lighting for Path, Yard, Walkway, Driveway Decor",DERAYSION,30.39,5000.0,1367.0,4.3,3.0,HK,True,3.0,Landscape Path Lights / 14193171 / 6
B0GF1C8T7G,https://www.amazon.com/dp/B0GF1C8T7G,B0DBVNH8JX,"BITPOTT Solar Pathway Lights Outdoor,Bright Solar Lights for Outside, Waterproof Auto On/Off Garden Lights Solar Powered Landscape Lights for Yard Walkway Driveway Lawn (Cool White, 12 Pack)",B0CS31W1T1,https://www.amazon.com/dp/B0CS31W1T1,direct,64.3,2,solar walkway lights; outdoor solar walkway lights,title overlap 70%; reverse overlap 70%; 2 keyword signals; shared product terms,B0GX6BLS2P,"Greluna Solar Lights Outdoor,12 Pack 3000K Waterproof Auto On/Off Solar Pathway Lights for Your Garden, Landscape, Path, Yard, Patio, Driveway,Walkway Decor",Greluna,36.99,8000.0,1969.0,4.3,4.0,HK,True,4.0,Landscape Path Lights / 14193171 / 9
B0GF1C8T7G,https://www.amazon.com/dp/B0GF1C8T7G,B0DBVNH8JX,"BITPOTT Solar Pathway Lights Outdoor,Bright Solar Lights for Outside, Waterproof Auto On/Off Garden Lights Solar Powered Landscape Lights for Yard Walkway Driveway Lawn (Cool White, 12 Pack)",B0G7XPBGC5,https://www.amazon.com/dp/B0G7XPBGC5,direct,62.9,1,cool white solar pathway lights,title overlap 70%; reverse overlap 70%; 1 keyword signals; shared product terms,B0GKZWW4P1,"Mancra Solar Pathway Lights Outdoor, 8 Pack Metal Glass Solar Lights Outdoor Waterproof Auto On/Off Landscape Path Lighting Garden Decor for Yard Walkway Driveway, Cool White",Mancra,39.99,500.0,3365.0,4.5,1.0,HK,True,3.0,Landscape Path Lights / 14193171 / 12
B0GF1C8T7G,https://www.amazon.com/dp/B0GF1C8T7G,B0DBVNH8JX,"BITPOTT Solar Pathway Lights Outdoor,Bright Solar Lights for Outside, Waterproof Auto On/Off Garden Lights Solar Powered Landscape Lights for Yard Walkway Driveway Lawn (Cool White, 12 Pack)",B0DS62RYPT,https://www.amazon.com/dp/B0DS62RYPT,direct,62.1,1,cool white solar pathway lights,title overlap 70%; reverse overlap 74%; 1 keyword signals; shared product terms,B0FMRQD952,"Eyrosa Solar Lights Outdoor, 12 Pack Waterproof Solar Landscape Lighting for Pathway Garden Yard Path Walkway Driveway Lawn Patio Outside Decor, Cool White",Eyrosa,31.99,1000.0,652.0,4.5,1.0,HK,True,2.0,Landscape Path Lights / 14193171 / 23
B0GF1C8T7G,https://www.amazon.com/dp/B0GF1C8T7G,B0DBVNH8JX,"BITPOTT Solar Pathway Lights Outdoor,Bright Solar Lights for Outside, Waterproof Auto On/Off Garden Lights Solar Powered Landscape Lights for Yard Walkway Driveway Lawn (Cool White, 12 Pack)",B09W1WL9T8,https://www.amazon.com/dp/B09W1WL9T8,keyword,56.7,3,solar walkway lights; outdoor solar walkway lights; cool white solar pathway lights,title overlap 60%; reverse overlap 60%; 3 keyword signals; shared product terms,B0DQYC4B3M,"Eyrosa Solar Outdoor Lights, 10 Pack Waterproof Stainless Steel Solar Stake Lights for Pathway Garden Yard Path Walkway Driveway Lawn Patio Outside Decor, Cool White",Eyrosa,19.98,5000.0,8141.0,4.5,3.0,HK,True,2.0,Landscape Path Lights / 14193171 / 4
B0GF1C8T7G,https://www.amazon.com/dp/B0GF1C8T7G,B0DBVNH8JX,"BITPOTT Solar Pathway Lights Outdoor,Bright Solar Lights for Outside, Waterproof Auto On/Off Garden Lights Solar Powered Landscape Lights for Yard Walkway Driveway Lawn (Cool White, 12 Pack)",B09KT3G54L,https://www.amazon.com/dp/B09KT3G54L,keyword,56.0,1,outdoor solar walkway lights,title overlap 60%; reverse overlap 60%; 1 keyword signals; shared product terms,B0DR9TZMTM,"Bright Solar Pathway Lights 6 Pack,Color Changing+Warm White LED Solar Lights Outdoor,IP67 Waterproof Solar Path Lights,Solar Powered Garden Lights for Walkway Yard Backyard Lawn Landscape Decor",Nupostai,37.99,200.0,8815.0,4.4,1.0,CN,True,3.0,Landscape Path Lights / 14193171 / 37
B0GF1C8T7G,https://www.amazon.com/dp/B0GF1C8T7G,B0DBVNH8JX,"BITPOTT Solar Pathway Lights Outdoor,Bright Solar Lights for Outside, Waterproof Auto On/Off Garden Lights Solar Powered Landscape Lights for Yard Walkway Driveway Lawn (Cool White, 12 Pack)",B0CWNQ5PYJ,https://www.amazon.com/dp/B0CWNQ5PYJ,keyword,55.8,2,solar walkway lights; cool white solar pathway lights,title overlap 60%; reverse overlap 67%; 2 keyword signals; shared product terms,B0DNCFLCWH,"SOLPEX Mini Solar Ground Lights, 10 Pack Solar Lights Outdoor Waterproof, Pathway Lights Solar Powered, Solar Garden Light, Landscape Lighting for Yard Driveway Walkway (Cool White)",SOLPEX,18.99,5000.0,1697.0,4.2,2.0,HK,True,4.0,Outdoor In-Ground Lights / 5486438011 / 2
B0GF1C8T7G,https://www.amazon.com/dp/B0GF1C8T7G,B0DBVNH8JX,"BITPOTT Solar Pathway Lights Outdoor,Bright Solar Lights for Outside, Waterproof Auto On/Off Garden Lights Solar Powered Landscape Lights for Yard Walkway Driveway Lawn (Cool White, 12 Pack)",B0DPHLW22V,https://www.amazon.com/dp/B0DPHLW22V,keyword,54.1,2,solar walkway lights; cool white solar pathway lights,title overlap 55%; reverse overlap 65%; 2 keyword signals; shared product terms,B0DZWR54Y3,"SOLPEX 10 Pack Solar Ground Lights Outdoor Waterproof, Solar Powered Pathway Lights, Landscape Lighting for Garden Walkway Driveway Backyard Decor (Cool White)",SOLPEX,23.99,5000.0,843.0,4.4,1.0,CN,True,4.0,Outdoor In-Ground Lights / 5486438011 / 3
B0GF1C8T7G,https://www.amazon.com/dp/B0GF1C8T7G,B0DBVNH8JX,"BITPOTT Solar Pathway Lights Outdoor,Bright Solar Lights for Outside, Waterproof Auto On/Off Garden Lights Solar Powered Landscape Lights for Yard Walkway Driveway Lawn (Cool White, 12 Pack)",B09W9H1V63,https://www.amazon.com/dp/B09W9H1V63,keyword,51.3,2,solar walkway lights; cool white solar pathway lights,title overlap 55%; reverse overlap 52%; 2 keyword signals; shared product terms,B0DNMSQ5GQ,DenicMic Solar Lights Outdoor 10 Pack Waterproof 6000K Cold White LED Stainless Steel Stake Outside Lights for Yard Pathway Garden Driveway Walkway Landscape Path Lighting,DenicMic,21.99,9000.0,8319.0,4.5,3.0,CN,True,7.0,Landscape Path Lights / 14193171 / 5
B0GJTR956T,https://www.amazon.com/dp/B0GJTR956T,B0GLJ572B8,BaubleBar Ultimate DIY Bracelet Kit | 1000+ Pcs | Great for a Gift or Party | Bracelet Jewelry Making Kit with Beads,B0F1MR8KQV,https://www.amazon.com/dp/B0F1MR8KQV,keyword,46.7,4,bracelet making kit; bracelet kit; bead bracelet making kit; beaded bracelet making kit,title overlap 50%; reverse overlap 30%; 4 keyword signals; shared product terms,B0G2BHLTLG,"Sunlode Bracelet Making Kit 5000pcs, Jewelry Making Kit for Beginner, DIY Arts and Crafts Gift Toys for Kids Ages 6-13 Preppy Clay Beads with Charms Friendship Bracelets",Sunlode,6.99,2000.0,554.0,4.7,1.0,CN,True,3.0,Beading Kits / 12896101 / 4
B0GJTR956T,https://www.amazon.com/dp/B0GJTR956T,B0GLJ572B8,BaubleBar Ultimate DIY Bracelet Kit | 1000+ Pcs | Great for a Gift or Party | Bracelet Jewelry Making Kit with Beads,B0CFFCCWSL,https://www.amazon.com/dp/B0CFFCCWSL,keyword,44.6,6,bracelet making kit; bracelet kit; beads for bracelets; bead kit; bead bracelet making kit; bracelet making,title overlap 33%; reverse overlap 17%; 6 keyword signals; shared product terms,B0GRVFYYTM,"5 Boxes Bracelet Making Kit Pony Beads, 96 Colors 6x9mm 3500Pcs Kandi Rave Beads for Bracelets Friendship Plastic Bead with 800Pcs Letter Bead Arts and Crafts for Kids Adults Keychain Jewelry Making",Sistenia,25.99,4000.0,1286.0,4.8,1.0,,True,2.0,Jewelry Making Kits / 12896171 / 2
B0GJTR956T,https://www.amazon.com/dp/B0GJTR956T,B0GLJ572B8,BaubleBar Ultimate DIY Bracelet Kit | 1000+ Pcs | Great for a Gift or Party | Bracelet Jewelry Making Kit with Beads,B0GKZLWYWP,https://www.amazon.com/dp/B0GKZLWYWP,keyword,43.3,4,friendship bracelet kit; bracelet kit; bracelet maker; jewelry making kit,title overlap 42%; reverse overlap 19%; 4 keyword signals; shared product terms,B0GWKYH4TX,Cunno 1250 Pcs 24 Sets First Day of School Gifts Bracelet Making Kit Adjustable Welcome Back to School Bracelet with Name Beads Letter Beaded Charm Bags Gifts Rewards Party Favor DIY Craft,Cunno,15.19,0.0,0.0,0.0,1.0,CN,True,2.0,Jewelry Making Kits / 12896171 / 1179
B0GJTR956T,https://www.amazon.com/dp/B0GJTR956T,B0GLJ572B8,BaubleBar Ultimate DIY Bracelet Kit | 1000+ Pcs | Great for a Gift or Party | Bracelet Jewelry Making Kit with Beads,B0BYJ6ZWN1,https://www.amazon.com/dp/B0BYJ6ZWN1,keyword,42.8,6,bracelet making kit; bracelet kit; bead bracelet making kit; jewelry making kit; bracelet making; beaded bracelet making kit,title overlap 33%; reverse overlap 21%; 6 keyword signals; shared product terms,B0D9P3YJ1W,"Pizooro Clay Beads 3 Boxes Bracelet Making Kit, 10500pcs Beads for Jewelry Making, Round Letter Beads with Charm and Elastic Strings, Friendship Bracelets Holiday Gifts for Girls Adults",Pizooro,17.97,2000.0,2102.0,4.7,1.0,,True,2.0,Beading Kits / 12896101 / 7
B0GJTR956T,https://www.amazon.com/dp/B0GJTR956T,B0GLJ572B8,BaubleBar Ultimate DIY Bracelet Kit | 1000+ Pcs | Great for a Gift or Party | Bracelet Jewelry Making Kit with Beads,B09KGKMNHJ,https://www.amazon.com/dp/B09KGKMNHJ,keyword,42.3,4,bracelet kit; bead kit; bead bracelet making kit; beaded bracelet making kit,title overlap 42%; reverse overlap 24%; 4 keyword signals; shared product terms,B0GPX7DKXS,"Dowsabel Bracelet Making Kit, Beads for Bracelets Making Pony, Kandi, Polymer Clay, Smile Face & Letter Beads for Jewelry Making, DIY Arts and Crafts Gifts Toys for Girls Age 6-12",Dowsabel,8.99,4000.0,4258.0,4.7,2.0,,True,4.0,Beading Kits / 12896101 / 2
B0GJTR956T,https://www.amazon.com/dp/B0GJTR956T,B0GLJ572B8,BaubleBar Ultimate DIY Bracelet Kit | 1000+ Pcs | Great for a Gift or Party | Bracelet Jewelry Making Kit with Beads,B0BZHX7HP9,https://www.amazon.com/dp/B0BZHX7HP9,keyword,40.3,2,bracelet making kit; beaded bracelet making kit,title overlap 42%; reverse overlap 23%; 2 keyword signals; shared product terms,B0F938PQ3C,"Sistenia 20,000 Pcs Clay Beads Bracelet Making Kit, 120 Colors 6 Boxes Polymer Beads Spacer Heishi Beads & Jewelry Kit with Pendant Charms Elastic Strings, Crafts Gift for Kids Adults",Sistenia,15.99,1000.0,2802.0,4.8,2.0,,True,2.0,Beading Kits / 12896101 / 16
B0GJTR956T,https://www.amazon.com/dp/B0GJTR956T,B0GLJ572B8,BaubleBar Ultimate DIY Bracelet Kit | 1000+ Pcs | Great for a Gift or Party | Bracelet Jewelry Making Kit with Beads,B09G2979JS,https://www.amazon.com/dp/B09G2979JS,keyword,39.6,9,bracelet making kit; friendship bracelet kit; bracelet kit; beads for bracelets; bead kit; bracelet maker; bead bracelet making kit; bracelet making,title overlap 33%; reverse overlap 19%; 9 keyword signals; shared product terms,B0DNSPYWJ4,"Gionlion 6000 Clay Beads Bracelet Making Kit, 24 Colors Flat Preppy Beads for Friendship Bracelets, Polymer Clay Bead with Charms for Jewelry Making, Crafts Gifts for Girls Ages 6-12",Gionlion,8.99,8000.0,18347.0,4.7,1.0,CN,True,7.0,Beads & Bead Assortments / 12896121 / 2
