image_index,asin,listing_url,title,product_form,material,pack_count,main_image_url,image_file,visual_product_form,visual_material_signal,visual_pack_count,visual_closure,visual_style,visual_notes
11,B0DF4XW71Q,https://www.amazon.com/dp/B0DF4XW71Q,"2 Pack Beeswax Bread Bags for Homemade, Reusable Bread Bag for Sourdough, XL-Reusable Waxed Linen Food Storage Bag to Keep Sourdough Fresh, Freezer-Safe, Eco-Friendly (Orange&Grey) | Beeswax Bread Bag",beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/71R9vJhw3VL.jpg,research/B0FS1YH17C/images/11_B0DF4XW71Q.jpg,beeswax bread bag,fabric/waxed-looking,2,zipper/clip,solid color printed,gray and orange pair
12,B0DRJVBTJ5,https://www.amazon.com/dp/B0DRJVBTJ5,"Beeswax Bread Bag for Homemade Sourdough, Sourdough Bread Bags with Zipper, 2 Pack Cotton Large Airtight Food Storage Bags to Keep Fresh",beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/81sJlDw2K8L.jpg,research/B0FS1YH17C/images/12_B0DRJVBTJ5.jpg,beeswax bread bag,fabric/waxed-looking,2,zipper/clip,leaf pattern,two leaf-print pouches
13,B0GK7RBJXB,https://www.amazon.com/dp/B0GK7RBJXB,"2 Pack Beeswax Bread Bags for Sourdough Homemade Bread, Organic Linen Reusable Natural Bread Storage Bag, Keep Fresh, Freezer-Friendly, Large Capacity Food Storage Cloth Bag(Flower & Bread Pattern)",beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/81LQZAvTR+L._AC_SL1500_.jpg,research/B0FS1YH17C/images/13_B0GK7RBJXB.jpg,beeswax bread bag,fabric/waxed-looking,1 visible,zipper,floral/giftable,decorative pouch and product card
14,B0G5WK16JY,https://www.amazon.com/dp/B0G5WK16JY,"Homelove 2 Pack Beeswax Bread Bags for Sourdough Homemade Bread - Reusable Organic Linen Bag Cotton Lining Sourdough Natural Beeswax Bread Storage Bag, Keep Fresh and Upgraded XLarge Capacity Portable | Eco-Friendly",beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/81Qu3Uz1pXL._AC_SL1500_.jpg,research/B0FS1YH17C/images/14_B0G5WK16JY.jpg,beeswax bread bag,fabric/waxed-looking,1 visible,zipper/roll top,natural/package,one pouch plus box
15,B0FL29BSG5,https://www.amazon.com/dp/B0FL29BSG5,"2 Pack Beeswax Bread Bag,17'×13'Reusable Organic Bread Bags for Homemade Bread Sourdough,Linen Outer Lining and Pure Cotton Beewax Inner Lining Moisture-proof &Fresh-Preserving With Buckle&Bowl Covers",beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/815sSnabaZL._AC_SL1500_.jpg,research/B0FS1YH17C/images/15_B0FL29BSG5.jpg,beeswax bread bag + bowl cover,fabric/waxed-looking,1 bag + cover,zipper,floral/giftable,bag with bowl cover accessory
16,B0F1CQLJS5,https://www.amazon.com/dp/B0F1CQLJS5,"2 Pack Beeswax Bread Bags for Sourdough,Reusable Organic Linen Beeswax Bread Bag for Homemade Sourdough 17 x 12.6 Inches Food Storage Cloth Bag – Freezer-Friendly & Freshness Preservation",beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/81KB-OS8UmL.jpg,research/B0FS1YH17C/images/16_B0F1CQLJS5.jpg,beeswax bread bag,fabric/waxed-looking,2,drawstring,natural/minimal,two plain homemade bread bags
17,B0FD9SJWNT,https://www.amazon.com/dp/B0FD9SJWNT,Removable Beeswax Bread Bags for Sourdough & Homemade Bread - Detachable Liner for Easy Cleaning & Drying | 2 Pack XL Reusable | Eco Cotton/Linen Storage,beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/619c8A8P2EL._AC_SL1500_.jpg,research/B0FS1YH17C/images/17_B0FD9SJWNT.jpg,beeswax bread bag,fabric/waxed-looking,1 visible,zipper,bee minimal,single bee-print pouch visible
18,B0FNWF8FJM,https://www.amazon.com/dp/B0FNWF8FJM,"YARRAMATE Reusable Beeswax Bread Bags for Homemade Bread & Sourdough, 2 Pack XL 17x13in Linen Organic Bread Storage Bags with Zipper for Loaf, Baguette, Bagels and Sandwich Bread, Freezer Safe, Brown",beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/81DctZqspxL._AC_SL1500_.jpg,research/B0FS1YH17C/images/18_B0FNWF8FJM.jpg,beeswax bread bag,fabric/waxed-looking,1 visible,zipper,line art/accessory,bag plus small accessories shown
19,B0FLXGT34C,https://www.amazon.com/dp/B0FLXGT34C,"Reusable Beeswax Bread Bags for Homemade Bread & Sourdough (2 Bags + 1 Beeswax Bowl Cover) - XL Waxed Cotton Sourdough Bread Bags, Natural Food-Safe Storage, Keeps Loaves Fresh Longer, Zero Waste",beeswax bread bag,beeswax,1,https://m.media-amazon.com/images/I/81CWT0ZTp9L._AC_SL1500_.jpg,research/B0FS1YH17C/images/19_B0FLXGT34C.jpg,beeswax bread bag + bowl cover,fabric/waxed-looking,2 bags + cover,drawstring,sourdough gift set,two pouches plus bowl cover
20,B0FPF8D635,https://www.amazon.com/dp/B0FPF8D635,"PIPI&TITI Reusable Beeswax Bread Bags for Homemade Bread (2-packs),Zippered Bread Bag for Sourdough Bread Storage,17x12.6 inches Food Storage,Portable Beeswax Cotton Bag,Freezer Friendly",beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/712r0DOJWGL._AC_SL1500_.jpg,research/B0FS1YH17C/images/20_B0FPF8D635.jpg,beeswax bread bag,fabric/waxed-looking,1 visible,drawstring/zipper,natural/minimal,one pouch with bread
21,B0D83SD1ZP,https://www.amazon.com/dp/B0D83SD1ZP,"Reusable Beeswax Bread Bags for Sourdough: XL Eco-Friendly Fresh Food Storage (13x17in, 2 Pack) | Moisture Lock, Sustainable Homemade Bread Preservation | Eco Bread Freshness",beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/71FLon04eEL.jpg,research/B0FS1YH17C/images/21_B0D83SD1ZP.jpg,beeswax bread bag,fabric/waxed-looking,2,drawstring,natural bee,standing pouch plus flat bag
22,B0GJS9DL56,https://www.amazon.com/dp/B0GJS9DL56,"lorine zipper beeswax-lined bread bag, natural beeswax bread bag with a linen blend, suitable for homemade bread and sourdough, safe and reusable",beeswax bread bag,beeswax,1,https://m.media-amazon.com/images/I/51V0VnwY7VL.jpg,research/B0FS1YH17C/images/22_B0GJS9DL56.jpg,beeswax bread bag,coated fabric/waxed-looking,2,zipper,minimal,two plain white coated pouches
23,B0FQ34FM86,https://www.amazon.com/dp/B0FQ34FM86,"2 Pack Reusable Beeswax Bread Bags, 16x12 Inch Cotton Storage Bags with Removable Liner for Sourdough & Homemade Bread, Fresh-Keeping for Fridge and Daily Use",beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/81RGU9iI8FL._AC_SL1500_.jpg,research/B0FS1YH17C/images/23_B0FQ34FM86.jpg,beeswax bread bag,fabric/waxed-looking,2,drawstring,vintage/natural,two bags with brown illustration
24,B0F6K1GLBK,https://www.amazon.com/dp/B0F6K1GLBK,"Reusable Beeswax Bread Bags for Homemade Sourdough: XL 13x17in (2 Pack) Eco-Friendly Plastic-free Food Storage | Moisture Lock Technology, Sustainable Fresh Food Preservation Solution",beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/81gchiSgfFL.jpg,research/B0FS1YH17C/images/24_B0F6K1GLBK.jpg,beeswax bread bag,fabric/waxed-looking,2,zipper,blue patterned,two patterned bags plus package
25,B0GDFK7NQT,https://www.amazon.com/dp/B0GDFK7NQT,"Lorine Beeswax Lining Bread Bags, Reusable Bread Bags for Homemade & Sourdough Bread, Large capacity 13 * 17’’, Moisture Lock with Zip for Bread Freshness with Sealing (2 PCS)",linen/cotton bread bag,beeswax,2,https://m.media-amazon.com/images/I/61jNokW0wAL._AC_SL1500_.jpg,research/B0FS1YH17C/images/25_B0GDFK7NQT.jpg,beeswax bread bag,coated fabric/waxed-looking,2,zipper,minimal,two plain zip pouches
26,B0G2S1B7GR,https://www.amazon.com/dp/B0G2S1B7GR,Beautiful Bread Bags for Homemade Bread - Clear Window Bags Keep Your Sourdough Loaves Fresh for Days & are Great for Gifting Homemade Bread - Perfectly Sized Bakery Paper Packaging for Baked Goods,disposable bakery bread bag,paper,1,https://m.media-amazon.com/images/I/71CbxeHGENL._AC_SL1500_.jpg,research/B0FS1YH17C/images/26_B0G2S1B7GR.jpg,disposable bakery bread bag,paper with clear window,many,fold/seal,clear window,paper bread bags with stickers
27,B0FXMF5CHN,https://www.amazon.com/dp/B0FXMF5CHN,"100 Pcs Bread Bags for Homemade Bread with Clear Window & 120 Stickers, Sourdough Bread Bags for Storage of Bread,Cookies & Snacks, Large Bakery Paper Bags",disposable bakery bread bag,paper,100,https://m.media-amazon.com/images/I/81uFYxVm5cL._AC_SL1500_.jpg,research/B0FS1YH17C/images/27_B0FXMF5CHN.jpg,disposable bakery bread bag,kraft paper,100,fold/seal,kraft/minimal,100 pack kraft bags
28,B00GK3QTCE,https://www.amazon.com/dp/B00GK3QTCE,Bee‘s Wrap Beeswax Wraps for Bread - Beeswax Bread Wrap for Sourdough & Bread Storage - Plastic Free Made in USA Reusable Natural Food Wrap - Honeycomb,beeswax wrap,beeswax,1,https://m.media-amazon.com/images/I/812dFNhMF-L._AC_UL320_.jpg,research/B0FS1YH17C/images/28_B00GK3QTCE.jpg,beeswax wrap,wrap sheet,1,wrap,honeycomb/natural,flat wrap and wrapped bread
29,B0G6F1ZQ1N,https://www.amazon.com/dp/B0G6F1ZQ1N,"Beeswax Wraps for Food – 9 Pack Reusable Beeswax Bread Bag & Sandwich Wrap, Organic & Eco-Friendly & Sustainable Bees Paper, Perfect Alternative to Aluminum Foil Sourdough Storage & Plastic Wrap",beeswax bread bag,beeswax,9,https://m.media-amazon.com/images/I/81HpFXekgpL.jpg,research/B0FS1YH17C/images/29_B0G6F1ZQ1N.jpg,beeswax wrap set,wrap sheets,9,wrap,patterned,multiple patterned wraps
30,B0CW1ZBP6P,https://www.amazon.com/dp/B0CW1ZBP6P,"50 Pcs Bread Bags for Homemade Bread, Sourdough Paper With Window, 50% Thicker 13.7x8.2x3.7in A Large Bakery Bags Used for Storage Cookies & Snacks, 60 Cute Sealing Stickers With Ties",disposable bakery bread bag,paper,50,https://m.media-amazon.com/images/I/81X9TNVn6+L.jpg,research/B0FS1YH17C/images/30_B0CW1ZBP6P.jpg,disposable bakery bread bag,paper with clear window,many,fold/seal,clear window,stack of window bakery bags
31,B0FQV6G5JB,https://www.amazon.com/dp/B0FQV6G5JB,"Sourdough Starter Kit, Sourdough Bread Baking Supplies, Round & Oval Banneton Bread Proofing Basket, Bread Sling, Starter Jar, Dough Whisk, Scrapers, Stencils & Bag, Complete Sourdough Kit Gifts",banneton/proofing,paper,1,https://m.media-amazon.com/images/I/91OSQDVVmaL._AC_SL1500_.jpg,research/B0FS1YH17C/images/31_B0FQV6G5JB.jpg,banneton/proofing kit,cane basket/cloth,kit,none,gift/kit,proofing basket kit with tools
32,B0DHCTTTWG,https://www.amazon.com/dp/B0DHCTTTWG,"Fresh 100% Organic Bee Bread, Perga, Ambrosia, Naturally Fermented Pollen, 3.53 Ounce / 100g., Excellent Quality, Vacuumized Packaging",unknown,unknown,1,https://m.media-amazon.com/images/I/51D7KpuxiFL.jpg,research/B0FS1YH17C/images/32_B0DHCTTTWG.jpg,noise: bee bread food,food/pollen,1,none,outdoor/noise,not bread storage
33,B0FHCW8ZGN,https://www.amazon.com/dp/B0FHCW8ZGN,"Moretoes 120 Pack Large Paper Bread Bags for Homemade Bread, 13.7x8.3x3.5 Inches, Sourdough Bread Bags with Tin Tie Tab and Clear Front Window, Includes 144 Label Seal Stickers (Brown)",disposable bakery bread bag,paper,120,https://m.media-amazon.com/images/I/71Im0rg97jL._AC_SL1500_.jpg,research/B0FS1YH17C/images/33_B0FHCW8ZGN.jpg,disposable bakery bread bag,paper with clear window,many,fold/seal,clear window,window bags and stickers
34,B0CT8FSB8G,https://www.amazon.com/dp/B0CT8FSB8G,3 Rolls Reusable Beeswax Wraps for Food 13 x 40 Inches Bees Wax Wraps Reusable Food Storage Wrap Beeswax Paper Roll for Bread Sandwich Cheese Fruit Snacks(Vivid),beeswax wrap,beeswax,1,https://m.media-amazon.com/images/I/8185TyLKq4L._AC_SL1500_.jpg,research/B0FS1YH17C/images/34_B0CT8FSB8G.jpg,beeswax wrap,wrap sheet/fabric,1,wrap/tie,blue patterned,fabric wrap sheet
35,B08BWVXP6Y,https://www.amazon.com/dp/B08BWVXP6Y,Bee’s Wrap Beeswax Wraps for Food - Cut to Size 14x52' Beeswax Wrap Roll - Plastic Free Made in USA Reusable Natural Food Wrap - Honeycomb,beeswax wrap,beeswax,1,https://m.media-amazon.com/images/I/71g8oLa0+OL._AC_SL1500_.jpg,research/B0FS1YH17C/images/35_B08BWVXP6Y.jpg,beeswax wrap,wrap sheet,1,wrap,honeycomb/natural,flat beeswax wrap
36,B0GN5MFM17,https://www.amazon.com/dp/B0GN5MFM17,"Fresh Organic Bee Bread - 3.5 oz (100 g) Natural Fermented Pollen - Superfood for Immunity, Energy & Vitality Boost (Perga, Ambrosia)",unknown,unknown,1,https://m.media-amazon.com/images/I/71HwicR7bEL._SL1500_.jpg,research/B0FS1YH17C/images/36_B0GN5MFM17.jpg,noise: bee bread food,glass jar/food,1,jar,noise,not bread storage
37,B0F381D89S,https://www.amazon.com/dp/B0F381D89S,"Homrelaxy 75Pcs Plastic Bread Bags for Homemade Bread and 90 Ties, 18 x 8 x 4 Inch Reusable Clear Loaf Bags, Adjustable, Perfect for Home Bakers and Bakeries",linen/cotton bread bag,plastic,75,https://m.media-amazon.com/images/I/81NiEN-aqcL._AC_SL1500_.jpg,research/B0FS1YH17C/images/37_B0F381D89S.jpg,plastic bread bag,plastic,1,twist tie,clear/minimal,clear plastic loaf bag
38,B0DK56XDG4,https://www.amazon.com/dp/B0DK56XDG4,"Fresh 100% Organic Bee Bread, Perga, Ambrosia, Naturally Fermented Pollen, 1.76 Ounce / 50g., Excellent Quality, Vacuumized Packaging.",unknown,unknown,1,https://m.media-amazon.com/images/I/91rPM3DvllL._SL1500_.jpg,research/B0FS1YH17C/images/38_B0DK56XDG4.jpg,noise: bee bread food,food/pollen,1,none,outdoor/noise,not bread storage
39,B0DPJSTLH5,https://www.amazon.com/dp/B0DPJSTLH5,"Sourdough Proofing Basket Gift Set, 9“ Round and 10“ Oval Banneton Bread Baking Supplies, Sourdough Baskets with Bread Lame, Danish Whish, Bowl Scraper, Sourdough Scraper, and Linen Liner",banneton/proofing,linen,1,https://m.media-amazon.com/images/I/81QoolujD3L.jpg,research/B0FS1YH17C/images/39_B0DPJSTLH5.jpg,banneton/proofing kit,cane basket/cloth,kit,none,gift/kit,proofing basket kit with tools
40,B0F3P1TCHG,https://www.amazon.com/dp/B0F3P1TCHG,"30 pack bread paper bags with window, including 30 homemade bread storage label seal stickers (13.7x8.3x3.5 inches)",disposable bakery bread bag,paper,30,https://m.media-amazon.com/images/I/61hYrNCpcKL._AC_SL1024_.jpg,research/B0FS1YH17C/images/40_B0F3P1TCHG.jpg,disposable bakery bread bag,paper with clear window,many,fold/seal,clear window,window bakery bags
