source_asin,source,listing_url,product_type,relevance_score,competitor_type,product_form,material,material_evidence,detail_material,detail_evidence,pack_count,closure,style,use_case,feature_tags,asin,parent_asin,title,brand,price,monthly_sales,reviews,rating,seller_address,is_fba,variation_count,bsr_category,main_image_url,image_file,visual_product_form,visual_material_signal,visual_pack_count,visual_closure,visual_style,visual_notes
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0DF4XW71Q,FOOD STORAGE BAG,64.0,direct,beeswax bread bag,beeswax,title:beeswax; detail:beeswax; title:waxed,beeswax,title:beeswax; detail:beeswax; title:waxed,2,none stated,farmhouse/natural,sourdough,reusable; keeps fresh; freezer; extra large; eco,B0DF4XW71Q,B0DKT87YSQ,"2 Pack Beeswax Bread Bags for Homemade, Reusable Bread Bag for Sourdough, XL-Reusable Waxed Linen Food Storage Bag to Keep Sourdough Fresh, Freezer-Safe, Eco-Friendly (Orange&Grey) | Beeswax Bread Bag",LDJRCP,14.99,1000.0,629.0,4.4,CN,True,5.0,Individual Household Food Containers / 21551234011 / 16,https://m.media-amazon.com/images/I/71R9vJhw3VL.jpg,research/B0FS1YH17C/images/11_B0DF4XW71Q.jpg,beeswax bread bag,fabric/waxed-looking,2,zipper/clip,solid color printed,gray and orange pair
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0DRJVBTJ5,FOOD STORAGE BAG,62.5,direct,beeswax bread bag,beeswax,title:beeswax; detail:beeswax,beeswax,title:beeswax; detail:beeswax,2,zipper,unknown,sourdough,keeps fresh; extra large,B0DRJVBTJ5,B0GN1MR52J,"Beeswax Bread Bag for Homemade Sourdough, Sourdough Bread Bags with Zipper, 2 Pack Cotton Large Airtight Food Storage Bags to Keep Fresh",Lyvhoris,24.69,500.0,287.0,4.5,CN,True,3.0,Reusable Produce Bags / 21579239011 / 45,https://m.media-amazon.com/images/I/81sJlDw2K8L.jpg,research/B0FS1YH17C/images/12_B0DRJVBTJ5.jpg,beeswax bread bag,fabric/waxed-looking,2,zipper/clip,leaf pattern,two leaf-print pouches
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0GK7RBJXB,FOOD STORAGE BAG,62.5,direct,beeswax bread bag,beeswax,title:beeswax; detail:beeswax; detail:waxed,beeswax,title:beeswax; detail:beeswax; detail:waxed,2,none stated,farmhouse/natural,sourdough,reusable; organic; keeps fresh; freezer; extra large,B0GK7RBJXB,B0GKNYS3MG,"2 Pack Beeswax Bread Bags for Sourdough Homemade Bread, Organic Linen Reusable Natural Bread Storage Bag, Keep Fresh, Freezer-Friendly, Large Capacity Food Storage Cloth Bag(Flower & Bread Pattern)",COZYCOCO,29.96,0.0,20.0,4.9,CN,True,2.0,Reusable Produce Bags / 21579239011 / 94,https://m.media-amazon.com/images/I/81LQZAvTR+L._AC_SL1500_.jpg,research/B0FS1YH17C/images/13_B0GK7RBJXB.jpg,beeswax bread bag,fabric/waxed-looking,1 visible,zipper,floral/giftable,decorative pouch and product card
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0G5WK16JY,FOOD STORAGE BAG,59.5,direct,beeswax bread bag,beeswax,title:beeswax; detail:beeswax,beeswax,title:beeswax; detail:beeswax,2,none stated,farmhouse/natural,sourdough,reusable; organic; keeps fresh; extra large; eco,B0G5WK16JY,B0GQGP32L6,"Homelove 2 Pack Beeswax Bread Bags for Sourdough Homemade Bread - Reusable Organic Linen Bag Cotton Lining Sourdough Natural Beeswax Bread Storage Bag, Keep Fresh and Upgraded XLarge Capacity Portable | Eco-Friendly",Homelove,12.34,200.0,41.0,4.7,HK,True,3.0,Reusable Produce Bags / 21579239011 / 6,https://m.media-amazon.com/images/I/81Qu3Uz1pXL._AC_SL1500_.jpg,research/B0FS1YH17C/images/14_B0G5WK16JY.jpg,beeswax bread bag,fabric/waxed-looking,1 visible,zipper/roll top,natural/package,one pouch plus box
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0FL29BSG5,FOOD STORAGE BAG,59.4,direct,beeswax bread bag,beeswax,title:beeswax; detail:beeswax; title:beewax,beeswax,title:beeswax; detail:beeswax; title:beewax,2,none stated,farmhouse/natural,sourdough,reusable; organic; keeps fresh,B0FL29BSG5,B0FRMP857W,"2 Pack Beeswax Bread Bag,17'×13'Reusable Organic Bread Bags for Homemade Bread Sourdough,Linen Outer Lining and Pure Cotton Beewax Inner Lining Moisture-proof &Fresh-Preserving With Buckle&Bowl Covers",CMACAIV 3D,23.74,300.0,192.0,4.4,CN,True,4.0,Reusable Produce Bags / 21579239011 / 49,https://m.media-amazon.com/images/I/815sSnabaZL._AC_SL1500_.jpg,research/B0FS1YH17C/images/15_B0FL29BSG5.jpg,beeswax bread bag + bowl cover,fabric/waxed-looking,1 bag + cover,zipper,floral/giftable,bag with bowl cover accessory
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0F1CQLJS5,FOOD STORAGE BAG,59.0,direct,beeswax bread bag,beeswax,title:beeswax; detail:beeswax; detail:waxed,beeswax,title:beeswax; detail:beeswax; detail:waxed,2,none stated,farmhouse/natural,sourdough,reusable; organic; keeps fresh; freezer,B0F1CQLJS5,B0GTZ5QP23,"2 Pack Beeswax Bread Bags for Sourdough,Reusable Organic Linen Beeswax Bread Bag for Homemade Sourdough 17 x 12.6 Inches Food Storage Cloth Bag – Freezer-Friendly & Freshness Preservation",AZLTC,16.89,9000.0,921.0,4.3,CN,True,4.0,Reusable Produce Bags / 21579239011 / 1,https://m.media-amazon.com/images/I/81KB-OS8UmL.jpg,research/B0FS1YH17C/images/16_B0F1CQLJS5.jpg,beeswax bread bag,fabric/waxed-looking,2,drawstring,natural/minimal,two plain homemade bread bags
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0FD9SJWNT,FOOD STORAGE BAG,54.0,keyword,beeswax bread bag,beeswax,title:beeswax; detail:beeswax,beeswax,title:beeswax; detail:beeswax,2,none stated,farmhouse/natural,sourdough,reusable; extra large; eco,B0FD9SJWNT,B0GWHP1645,Removable Beeswax Bread Bags for Sourdough & Homemade Bread - Detachable Liner for Easy Cleaning & Drying | 2 Pack XL Reusable | Eco Cotton/Linen Storage,EmanMuse,16.62,1000.0,163.0,4.4,CN,True,2.0,Reusable Produce Bags / 21579239011 / 15,https://m.media-amazon.com/images/I/619c8A8P2EL._AC_SL1500_.jpg,research/B0FS1YH17C/images/17_B0FD9SJWNT.jpg,beeswax bread bag,fabric/waxed-looking,1 visible,zipper,bee minimal,single bee-print pouch visible
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0FNWF8FJM,FOOD STORAGE BAG,53.6,keyword,beeswax bread bag,beeswax,title:beeswax; detail:beeswax,beeswax,title:beeswax; detail:beeswax,2,zipper,farmhouse/natural,sourdough,reusable; organic; freezer; extra large,B0FNWF8FJM,B0FNWF8FJM,"YARRAMATE Reusable Beeswax Bread Bags for Homemade Bread & Sourdough, 2 Pack XL 17x13in Linen Organic Bread Storage Bags with Zipper for Loaf, Baguette, Bagels and Sandwich Bread, Freezer Safe, Brown",YARRAMATE,22.49,100.0,103.0,4.2,HK,True,0.0,Reusable Produce Bags / 21579239011 / 100,https://m.media-amazon.com/images/I/81DctZqspxL._AC_SL1500_.jpg,research/B0FS1YH17C/images/18_B0FNWF8FJM.jpg,beeswax bread bag,fabric/waxed-looking,1 visible,zipper,line art/accessory,bag plus small accessories shown
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0FLXGT34C,FOOD STORAGE CONTAINER,53.1,keyword,beeswax bread bag,beeswax,title:beeswax; detail:beeswax; title:waxed; detail:waxed,beeswax,title:beeswax; detail:beeswax; title:waxed; detail:waxed,1,none stated,farmhouse/natural,sourdough,reusable; keeps fresh; extra large,B0FLXGT34C,B0FLXGT34C,"Reusable Beeswax Bread Bags for Homemade Bread & Sourdough (2 Bags + 1 Beeswax Bowl Cover) - XL Waxed Cotton Sourdough Bread Bags, Natural Food-Safe Storage, Keeps Loaves Fresh Longer, Zero Waste",Akia Collection,34.99,500.0,49.0,4.6,US,True,1.0,Reusable Produce Bags / 21579239011 / 38,https://m.media-amazon.com/images/I/81CWT0ZTp9L._AC_SL1500_.jpg,research/B0FS1YH17C/images/19_B0FLXGT34C.jpg,beeswax bread bag + bowl cover,fabric/waxed-looking,2 bags + cover,drawstring,sourdough gift set,two pouches plus bowl cover
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0FPF8D635,FOOD STORAGE BAG,52.6,keyword,beeswax bread bag,beeswax,title:beeswax; detail:beeswax,beeswax,title:beeswax; detail:beeswax,2,zipper,unknown,sourdough,reusable; freezer,B0FPF8D635,B0GJQFV9SJ,"PIPI&TITI Reusable Beeswax Bread Bags for Homemade Bread (2-packs),Zippered Bread Bag for Sourdough Bread Storage,17x12.6 inches Food Storage,Portable Beeswax Cotton Bag,Freezer Friendly",pipi&titi,19.89,50.0,30.0,4.4,CN,True,2.0,Reusable Produce Bags / 21579239011 / 300,https://m.media-amazon.com/images/I/712r0DOJWGL._AC_SL1500_.jpg,research/B0FS1YH17C/images/20_B0FPF8D635.jpg,beeswax bread bag,fabric/waxed-looking,1 visible,drawstring/zipper,natural/minimal,one pouch with bread
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0D83SD1ZP,FOOD STORAGE BAG,51.6,keyword,beeswax bread bag,beeswax,title:beeswax; detail:beeswax,beeswax,title:beeswax; detail:beeswax,2,none stated,unknown,sourdough,reusable; keeps fresh; extra large; eco,B0D83SD1ZP,B0D83SD1ZP,"Reusable Beeswax Bread Bags for Sourdough: XL Eco-Friendly Fresh Food Storage (13x17in, 2 Pack) | Moisture Lock, Sustainable Homemade Bread Preservation | Eco Bread Freshness",SnailBread,32.99,900.0,340.0,4.5,CN,True,1.0,Reusable Produce Bags / 21579239011 / 25,https://m.media-amazon.com/images/I/71FLon04eEL.jpg,research/B0FS1YH17C/images/21_B0D83SD1ZP.jpg,beeswax bread bag,fabric/waxed-looking,2,drawstring,natural bee,standing pouch plus flat bag
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0GJS9DL56,FOOD STORAGE BAG,51.5,keyword,beeswax bread bag,beeswax,title:beeswax; detail:beeswax,beeswax,title:beeswax; detail:beeswax,1,zipper,farmhouse/natural,sourdough,reusable,B0GJS9DL56,B0GJS9DL56,"lorine zipper beeswax-lined bread bag, natural beeswax bread bag with a linen blend, suitable for homemade bread and sourdough, safe and reusable",JCAIBING,29.99,50.0,2.0,5.0,CN,True,1.0,Reusable Produce Bags / 21579239011 / 539,https://m.media-amazon.com/images/I/51V0VnwY7VL.jpg,research/B0FS1YH17C/images/22_B0GJS9DL56.jpg,beeswax bread bag,coated fabric/waxed-looking,2,zipper,minimal,two plain white coated pouches
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0FQ34FM86,FOOD STORAGE BAG,50.6,keyword,beeswax bread bag,beeswax,title:beeswax; detail:beeswax,beeswax,title:beeswax; detail:beeswax,2,none stated,unknown,sourdough,reusable; keeps fresh,B0FQ34FM86,B0FQ34FM86,"2 Pack Reusable Beeswax Bread Bags, 16x12 Inch Cotton Storage Bags with Removable Liner for Sourdough & Homemade Bread, Fresh-Keeping for Fridge and Daily Use",CHWPZRTKL,20.89,200.0,45.0,4.6,CN,True,0.0,Reusable Produce Bags / 21579239011 / 116,https://m.media-amazon.com/images/I/81RGU9iI8FL._AC_SL1500_.jpg,research/B0FS1YH17C/images/23_B0FQ34FM86.jpg,beeswax bread bag,fabric/waxed-looking,2,drawstring,vintage/natural,two bags with brown illustration
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0F6K1GLBK,FOOD STORAGE BAG,49.8,keyword,beeswax bread bag,beeswax,title:beeswax; detail:beeswax,beeswax,title:beeswax; detail:beeswax,2,none stated,unknown,sourdough,reusable; keeps fresh; extra large; eco,B0F6K1GLBK,B0F6K1GLBK,"Reusable Beeswax Bread Bags for Homemade Sourdough: XL 13x17in (2 Pack) Eco-Friendly Plastic-free Food Storage | Moisture Lock Technology, Sustainable Fresh Food Preservation Solution",NOSTOSON,22.67,50.0,29.0,4.8,CN,True,1.0,Reusable Produce Bags / 21579239011 / 312,https://m.media-amazon.com/images/I/81gchiSgfFL.jpg,research/B0FS1YH17C/images/24_B0F6K1GLBK.jpg,beeswax bread bag,fabric/waxed-looking,2,zipper,blue patterned,two patterned bags plus package
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0GDFK7NQT,FOOD STORAGE BAG,47.6,keyword,linen/cotton bread bag,beeswax,title:beeswax; detail:beeswax,beeswax,title:beeswax; detail:beeswax,2,zipper,unknown,sourdough,reusable; keeps fresh; extra large,B0GDFK7NQT,B0GDFC2YH8,"Lorine Beeswax Lining Bread Bags, Reusable Bread Bags for Homemade & Sourdough Bread, Large capacity 13 * 17’’, Moisture Lock with Zip for Bread Freshness with Sealing (2 PCS)",Lorine,36.99,600.0,66.0,4.1,CN,True,2.0,Reusable Produce Bags / 21579239011 / 33,https://m.media-amazon.com/images/I/61jNokW0wAL._AC_SL1500_.jpg,research/B0FS1YH17C/images/25_B0GDFK7NQT.jpg,beeswax bread bag,coated fabric/waxed-looking,2,zipper,minimal,two plain zip pouches
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0G2S1B7GR,FOOD STORAGE BAG,43.0,keyword,disposable bakery bread bag,paper,title:paper; detail:paper; detail:kraft,paper,title:paper; detail:paper; detail:kraft,1,none stated,clear/minimal,sourdough,keeps fresh,B0G2S1B7GR,B0G2S1B7GR,Beautiful Bread Bags for Homemade Bread - Clear Window Bags Keep Your Sourdough Loaves Fresh for Days & are Great for Gifting Homemade Bread - Perfectly Sized Bakery Paper Packaging for Baked Goods,KIBAGA,15.99,3000.0,129.0,4.8,DE,True,1.0,Disposable Food Storage Bags / 16284874011 / 62,https://m.media-amazon.com/images/I/71CbxeHGENL._AC_SL1500_.jpg,research/B0FS1YH17C/images/26_B0G2S1B7GR.jpg,disposable bakery bread bag,paper with clear window,many,fold/seal,clear window,paper bread bags with stickers
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0FXMF5CHN,FOOD STORAGE BAG,41.9,keyword,disposable bakery bread bag,paper,title:paper; detail:paper,paper,title:paper; detail:paper,100,none stated,clear/minimal,sourdough,extra large,B0FXMF5CHN,B0FY68JC5G,"100 Pcs Bread Bags for Homemade Bread with Clear Window & 120 Stickers, Sourdough Bread Bags for Storage of Bread,Cookies & Snacks, Large Bakery Paper Bags",Tripho,15.99,7000.0,205.0,4.8,HK,True,1.0,Take Out Bags / 5016476011 / 1,https://m.media-amazon.com/images/I/81uFYxVm5cL._AC_SL1500_.jpg,research/B0FS1YH17C/images/27_B0FXMF5CHN.jpg,disposable bakery bread bag,kraft paper,100,fold/seal,kraft/minimal,100 pack kraft bags
B0FS1YH17C,keyword,https://www.amazon.com/dp/B00GK3QTCE,FOOD WRAP,38.9,keyword,beeswax wrap,beeswax,title:beeswax; detail:beeswax,beeswax,title:beeswax; detail:beeswax,1,none stated,farmhouse/natural,sourdough,reusable,B00GK3QTCE,B0FXYJ9ZBX,Bee‘s Wrap Beeswax Wraps for Bread - Beeswax Bread Wrap for Sourdough & Bread Storage - Plastic Free Made in USA Reusable Natural Food Wrap - Honeycomb,Bee’s Wrap,14.78,2000.0,3150.0,4.6,,True,11.0,Household Plastic Wrap / 16284873011 / 4,https://m.media-amazon.com/images/I/812dFNhMF-L._AC_UL320_.jpg,research/B0FS1YH17C/images/28_B00GK3QTCE.jpg,beeswax wrap,wrap sheet,1,wrap,honeycomb/natural,flat wrap and wrapped bread
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0G6F1ZQ1N,FOOD WRAP,38.7,keyword,beeswax bread bag,beeswax,title:beeswax; detail:beeswax,beeswax,title:beeswax; detail:beeswax,9,none stated,unknown,sourdough,reusable; organic; eco,B0G6F1ZQ1N,B0G6DJ7GWZ,"Beeswax Wraps for Food – 9 Pack Reusable Beeswax Bread Bag & Sandwich Wrap, Organic & Eco-Friendly & Sustainable Bees Paper, Perfect Alternative to Aluminum Foil Sourdough Storage & Plastic Wrap",AZLTC,8.99,50.0,35.0,4.7,CN,True,6.0,Plastic Wrap / 16284873011 / 38,https://m.media-amazon.com/images/I/81HpFXekgpL.jpg,research/B0FS1YH17C/images/29_B0G6F1ZQ1N.jpg,beeswax wrap set,wrap sheets,9,wrap,patterned,multiple patterned wraps
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0CW1ZBP6P,FOOD STORAGE BAG,36.4,keyword,disposable bakery bread bag,paper,title:paper; detail:paper; detail:kraft,paper,title:paper; detail:paper; detail:kraft,50,none stated,unknown,sourdough,extra large,B0CW1ZBP6P,B0FNBXXF3F,"50 Pcs Bread Bags for Homemade Bread, Sourdough Paper With Window, 50% Thicker 13.7x8.2x3.7in A Large Bakery Bags Used for Storage Cookies & Snacks, 60 Cute Sealing Stickers With Ties",AZLTC,8.89,10000.0,3965.0,4.6,CN,True,4.0,Bakery Take Out Containers / 5016466011 / 1,https://m.media-amazon.com/images/I/81X9TNVn6+L.jpg,research/B0FS1YH17C/images/30_B0CW1ZBP6P.jpg,disposable bakery bread bag,paper with clear window,many,fold/seal,clear window,stack of window bakery bags
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0FQV6G5JB,BASKET,35.6,keyword,banneton/proofing,paper,detail:paper; detail:kraft,paper,detail:paper; detail:kraft,1,unknown,giftable,sourdough,,B0FQV6G5JB,B0FQV6G5JB,"Sourdough Starter Kit, Sourdough Bread Baking Supplies, Round & Oval Banneton Bread Proofing Basket, Bread Sling, Starter Jar, Dough Whisk, Scrapers, Stencils & Bag, Complete Sourdough Kit Gifts",Umite Chef,27.99,3000.0,285.0,4.6,CN,True,1.0,Bread Proofing Baskets / 16188240011 / 3,https://m.media-amazon.com/images/I/91OSQDVVmaL._AC_SL1500_.jpg,research/B0FS1YH17C/images/31_B0FQV6G5JB.jpg,banneton/proofing kit,cane basket/cloth,kit,none,gift/kit,proofing basket kit with tools
B0FS1YH17C,keyword,https://www.amazon.com/dp/B0DHCTTTWG,,34.2,keyword,unknown,unknown,,unknown,,1,unknown,farmhouse/natural,general kitchen storage,organic; keeps fresh,B0DHCTTTWG,B0DHCTTTWG,"Fresh 100% Organic Bee Bread, Perga, Ambrosia, Naturally Fermented Pollen, 3.53 Ounce / 100g., Excellent Quality, Vacuumized Packaging",Generic,31.9,50.0,33.0,4.5,LT,True,0.0,Digestive Nutritional Supplements / 6942464011 / 1563,https://m.media-amazon.com/images/I/51D7KpuxiFL.jpg,research/B0FS1YH17C/images/32_B0DHCTTTWG.jpg,noise: bee bread food,food/pollen,1,none,outdoor/noise,not bread storage
