source_asin,source,listing_url,product_type,relevance_score,competitor_type,product_form,material,material_evidence,detail_material,detail_evidence,pack_count,closure,style,use_case,feature_tags,asin,parent_asin,title,brand,price,monthly_sales,reviews,rating,seller_address,is_fba,variation_count,listing_date,bsr_category,main_image_url,image_file,visual_product_form,visual_material_signal,visual_pack_count,visual_closure,visual_style,visual_notes
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0FXY986WL,,48.2,keyword,bouquet holder,unknown,,unknown,,1,unknown,unknown,unknown,eco,B0FXY986WL,B0FXY986WL,"MACKENZIE-CHILDS Enamel Tall Vase, Pink Wildflowers | Hand-applied design, decorative flower vase and bouquet holder, made from enameled steel, 6' dia. x 10' H",MACKENZIE-CHILDS,79.99,0.0,0.0,0.0,US,True,0.0,,Vases / 3745451 / 2690,https://m.media-amazon.com/images/I/81w2WmyjllL._AC_SL1500_.jpg,research/B0CV7H2DLQ/images/11_B0FXY986WL.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0DSJLHJCW,BOTTLE,47.6,keyword,combo bottle,unknown,,unknown,,1,unknown,farmhouse/natural,unknown,,B0DSJLHJCW,B0DWJKSN1T,"MACKENZIE-CHILDS Farmhouse Oil Cruet, Black-and-White Courtly Check | Hand-applied design, made from ceramic, oil-dispenser bottle for kitchen use, 2.25“ dia. x 9“ H, 1-cup capacity",MACKENZIE-CHILDS,59.95,100.0,126.0,4.2,US,True,4.0,,Oil Dispensing Bottles / 1254736011 / 89,https://m.media-amazon.com/images/I/310-dYSMkzL._AC_.jpg,research/B0CV7H2DLQ/images/12_B0DSJLHJCW.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0DS1F5Q1M,HANGING ORNAMENT,47.6,keyword,combo hanging ornament,unknown,,unknown,,2,unknown,unknown,unknown,extra large; eco,B0DS1F5Q1M,B0DKFN3RPL,"MACKENZIE-CHILDS Butterfly Wall Decor Set, Pink-and-White Rosy Check | Hand-applied design, small (6.25' W x 3.75' H x 0.5' D) and large (7' W x 4' H x 0.5' D) butterflies, set of 2",MACKENZIE-CHILDS,99.95,50.0,114.0,4.6,US,True,4.0,,Wall Sculptures / 3736031 / 495,https://m.media-amazon.com/images/I/61b+jHPZj0L._AC_SL1500_.jpg,research/B0CV7H2DLQ/images/13_B0DS1F5Q1M.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B09YX96P5Z,FOOD STORAGE CONTAINER,47.6,keyword,combo food storage container,cotton,detail:cotton,cotton,detail:cotton,1,unknown,unknown,general kitchen storage,,B09YX96P5Z,B0CW6LCGLP,"MACKENZIE-CHILDS Enamel Canister, Medium, Gray-and-White Sterling Check | Hand-painted design, made from enameled steel, versatile kitchen storage container for flour and sugar, 48-ounce capacity",MACKENZIE-CHILDS,119.95,50.0,341.0,4.8,US,True,8.0,,Food Jars & Canisters / 9833720011 / 353,https://m.media-amazon.com/images/I/71wylx9Dn0L.jpg,research/B0CV7H2DLQ/images/14_B09YX96P5Z.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B00FEFDNTQ,DISHWARE BOWL,46.7,keyword,dishware bowl,stainless steel,detail:stainless steel,stainless steel,detail:stainless steel,1,unknown,unknown,unknown,extra large; eco,B00FEFDNTQ,B0CSYLTSVF,"MACKENZIE-CHILDS Everyday Bowl, Large, Black-and-White Courtly Check | Hand-painted design, made from enameled steel, decorative serving bowl, 11“ dia. x 4.75“ H, 16-cup capacity",MACKENZIE-CHILDS,119.95,50.0,257.0,4.7,US,True,34.0,,Serving Bowls / 3136598011 / 10,https://m.media-amazon.com/images/I/61j2+N+tR9L.jpg,,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0DF7TXQ7V,FOOD STORAGE CONTAINER,46.4,keyword,combo food storage container,unknown,,unknown,,1,lid,unknown,unknown,eco,B0DF7TXQ7V,B0DF7TXQ7V,"MACKENZIE-CHILDS Ceramic Cookie Jar with Lid, Courtly Bear | Hand-painted design, made from dolomite ceramic, decorative jar for kitchen or dining room, 9' W x 12' H, 48-ounce capacity",MACKENZIE-CHILDS,219.95,0.0,22.0,4.5,US,True,0.0,,Cookie Jars / 13880461 / 187,https://m.media-amazon.com/images/I/71oeo0DhZnL._AC_SL1500_.jpg,,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B004HICOPA,STOVETOP KETTLE,46.2,keyword,stovetop kettle,wood/bamboo,title:wood; detail:wood,plastic,detail:opp,1,unknown,unknown,unknown,,B004HICOPA,B0D8TVV2JS,"MACKENZIE-CHILDS Tea Kettle, 2 Quarts, Black-and-White Courtly Check | Hand-painted design, made from enameled steel with a wooden handle, ideal for serving coffee, tea, and other hot beverages",MACKENZIE-CHILDS,179.95,200.0,1694.0,4.6,US,True,15.0,,Tea Kettles / 289833 / 12,https://m.media-amazon.com/images/I/71aukFrhT5L.jpg,,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0G2YFD1GM,CUTTING BOARD,45.8,keyword,combo cutting board,plastic,detail:opp,plastic,detail:opp,2,unknown,unknown,unknown,extra large; eco,B0G2YFD1GM,B0DWGB2PNS,"MACKENZIE-CHILDS Cutting Boards Set, Brown-and-White Mocha Check | Decorative cutting boards, made from tempered glass, includes small (10“ x 8“) and large (15.75“ x 12“) sizes, set of 2",MACKENZIE-CHILDS,69.95,300.0,438.0,4.5,US,True,7.0,,Cutting Boards / 289863 / 131,https://m.media-amazon.com/images/I/71jvLqJ7FWL.jpg,research/B0CV7H2DLQ/images/18_B0G2YFD1GM.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0F5SNL928,SOAP DISH,45.8,keyword,combo soap dish,plastic,detail:plastic,plastic,detail:plastic,1,unknown,unknown,unknown,,B0F5SNL928,B0FM6GPYY9,"MACKENZIE-CHILDS Glass Soap Pump, Black-and-White Courtly Check | Hand-applied design, liquid soap dispenser for bathroom or kitchen, 3' W x 3' L x 8.5' H",MACKENZIE-CHILDS,49.95,100.0,43.0,4.6,US,True,2.0,,Bathroom Countertop Soap Dispensers / 13749761 / 272,https://m.media-amazon.com/images/I/41RDYrOP58L._AC_.jpg,research/B0CV7H2DLQ/images/19_B0F5SNL928.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0DPJBW4CJ,CADDY,45.4,keyword,combo caddy,silicone,detail:silicone,silicone,detail:silicone,1,unknown,unknown,unknown,,B0DPJBW4CJ,B0DTRR1V72,"MACKENZIE-CHILDS Utensil Caddy Set with Kitchen Utensils, Brown-and-White Mocha Check",MACKENZIE-CHILDS,191.96,0.0,9.0,4.4,US,True,2.0,,Kitchen Utensils & Gadgets / 289754 / 69869,https://m.media-amazon.com/images/I/71bsFsF7ayL.jpg,research/B0CV7H2DLQ/images/20_B0DPJBW4CJ.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0DS1NRY83,JAR,44.9,keyword,jar,plastic,detail:opp,plastic,detail:opp,1,unknown,unknown,unknown,eco,B0DS1NRY83,B0DVZBPDZ3,"MACKENZIE-CHILDS Enamel Curiosity Pot, Decorative Container for Home Decor, Pink-and-White Rosy Check",MACKENZIE-CHILDS,139.95,0.0,48.0,4.7,US,True,7.0,,Decorative Jars / 3254608011 / 318,https://m.media-amazon.com/images/I/61zy31o4JpL._AC_SL1500_.jpg,research/B0CV7H2DLQ/images/21_B0DS1NRY83.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0DS1QNNR1,TRAY,44.4,keyword,combo tray,unknown,,unknown,,1,unknown,unknown,unknown,eco,B0DS1QNNR1,B0DS1QNNR1,"MACKENZIE-CHILDS Ceramic Tray, Eternity Trinket | Hand-painted design, unique tray for bathroom or kitchen decor, 5.25' W x 9' L x 1.25' H",MACKENZIE-CHILDS,59.95,50.0,25.0,4.7,US,True,0.0,,Jewelry Trays / 16350351 / 545,https://m.media-amazon.com/images/I/61cyGW-S8AL._AC_SL1500_.jpg,research/B0CV7H2DLQ/images/22_B0DS1QNNR1.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0DM8CFYBT,,44.0,keyword,cake stand,unknown,,unknown,,1,unknown,unknown,unknown,,B0DM8CFYBT,B0CVRLVYM2,"MACKENZIE-CHILDS Enamel Pedestal Platter, Round Cake Stand, Mini, Pink-and-White Rosy Check",MACKENZIE-CHILDS,99.95,0.0,423.0,4.6,US,True,21.0,,Cake Stands / 5264731011 / 63,https://m.media-amazon.com/images/I/61qQZlpx71L._AC_SL1500_.jpg,research/B0CV7H2DLQ/images/23_B0DM8CFYBT.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0G3YWBQ1N,DRINKING CUP,43.5,keyword,combo drinking cup,unknown,,unknown,,4,unknown,unknown,unknown,,B0G3YWBQ1N,B0GVJZ22GH,"MACKENZIE-CHILDS Acrylic Wine Goblet Set, Black Check | Hand-applied design, stemmed drinking glasses, 3.15“ dia. x 7.5“ H, 12-ounce capacity per glass, set of 4",MACKENZIE-CHILDS,49.95,50.0,9.0,4.4,US,True,5.0,,Goblets / 13694091 / 15,https://m.media-amazon.com/images/I/61og++vAEJL.jpg,research/B0CV7H2DLQ/images/24_B0G3YWBQ1N.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0F4SYHXH2,BAKING PAN,43.3,keyword,baking pan,unknown,,unknown,,1,unknown,unknown,unknown,,B0F4SYHXH2,B0FM7QVQFH,"MACKENZIE-CHILDS Enamel Baking Pan, 8“ x 8“, Brown-and-White Mocha Check | Hand-painted square oven pan for baking and serving, made from enameled steel, ideal for casseroles, cakes, and more",MACKENZIE-CHILDS,39.99,50.0,16.0,4.3,US,True,2.0,,Square & Rectangular Cake Pans / 289684 / 84,https://m.media-amazon.com/images/I/615L+iO9T-L.jpg,,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0DS1QH1VF,FOOD SHAKER,43.2,keyword,combo food shaker,plastic,detail:opp,plastic,detail:opp,1,unknown,farmhouse/natural,unknown,,B0DS1QH1VF,B0DS1QH1VF,"MACKENZIE-CHILDS Ceramic Salt & Pepper Set, Black-and-White Courtly Check | Hand-applied design, farmhouse salt and pepper shaker set, 2“ dia. x 3.5“ H (each)",MACKENZIE-CHILDS,59.95,100.0,56.0,4.7,US,True,0.0,,Salt & Pepper Shaker Sets / 15850301 / 142,https://m.media-amazon.com/images/I/81SQY130oOL.jpg,,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0GXYZW794,,41.7,keyword,394,unknown,,unknown,,1,lid,unknown,unknown,eco,B0GXYZW794,B0GXYW953Z,"11' Pink Ginger Jar with Lid | Porcelain, Hand-Painted Scenic Temple, Home Decor Accent, Interior Design, Chinoiserie Decorative Vase",CHANG SONG,37.99,0.0,30.0,5.0,CN,True,2.0,,Decorative Jars / 3254608011 / 394,https://m.media-amazon.com/images/I/71WNyMEKU7L._AC_SL1500_.jpg,research/B0CV7H2DLQ/images/27_B0GXYZW794.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0DS1DGGSM,VASE,41.5,keyword,vase,unknown,,unknown,,1,unknown,unknown,unknown,eco,B0DS1DGGSM,B0DW8NF5QN,"MACKENZIE-CHILDS Ceramic Heart Vase, Black-and-White Courtly Check | Hand-applied design, unique flower vase decor, tall, 2.75' top dia. x 4.25' bottom dia. x 8.25' H, 20-ounce capacity",MACKENZIE-CHILDS,99.95,0.0,28.0,4.7,US,True,2.0,,Vases / 3745451 / 2096,https://m.media-amazon.com/images/I/51veFBFnWQL._AC_SL1500_.jpg,research/B0CV7H2DLQ/images/28_B0DS1DGGSM.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0H7JW2YK7,,41.1,keyword,mackenzie childs glass,unknown,,unknown,,1,unknown,unknown,unknown,,B0H7JW2YK7,B0GMKPZ8RR,"MACKENZIE-CHILDS Glass Vase, Light-Blue-and-White Sky Check",MACKENZIE-CHILDS,49.95,0.0,0.0,0.0,,False,0.0,,"['', '']",https://m.media-amazon.com/images/I/61VK5Z3OTZL.jpg,research/B0CV7H2DLQ/images/29_B0H7JW2YK7.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0DQ65V82P,,40.5,keyword,2681,linen,title:linen; detail:linen,linen,title:linen; detail:linen,1,unknown,farmhouse/natural,unknown,,B0DQ65V82P,B0DW8XBS53,"MACKENZIE-CHILDS 4x6 Picture Frame, Pink-and-White Rosy Check | Fits 4x6 photos, made from enameled steel with glass pane, linen easel back, full frame size is 9“ W x 11“ H",MACKENZIE-CHILDS,109.95,0.0,32.0,4.8,US,True,7.0,,Wall & Tabletop Picture Frames / 3735611 / 2681,https://m.media-amazon.com/images/I/41Qgy-PxxEL.jpg,research/B0CV7H2DLQ/images/30_B0DQ65V82P.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0BZ9KR1CZ,FIGURINE,40.0,keyword,figurine,unknown,,unknown,,1,unknown,patterned,unknown,,B0BZ9KR1CZ,B0GMFXRLWC,"MACKENZIE-CHILDS Marquee Pineapple Sculpture, Courtly Harlequin | Hand-painted checkered design, standing pineapple sculpture, made from resin, 5' dia. x 12' H",MACKENZIE-CHILDS,99.95,50.0,84.0,4.7,US,True,2.0,,Statues / 3735201 / 1567,https://m.media-amazon.com/images/I/41jdrV-ffPL._AC_.jpg,research/B0CV7H2DLQ/images/31_B0BZ9KR1CZ.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0FRFMP3JH,JAR,40.0,keyword,jar,unknown,,unknown,,1,lid,unknown,unknown,eco,B0FRFMP3JH,B0FSSCLK3J,"Pink Floral Ceramic Ginger Jar with Poetry Design, Hand-Painted White Blossoms on Pink Background, Decorative Vase with Ball Lid, Chinoiserie Home Decor for Living Room, Shelf",Andaliz,36.99,0.0,7.0,4.4,CN,True,5.0,,Decorative Jars / 3254608011 / 366,https://m.media-amazon.com/images/I/516LSFnhMVL._AC_SL1000_.jpg,research/B0CV7H2DLQ/images/32_B0FRFMP3JH.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0DS1Q4NXM,LAMP,39.2,keyword,lamp,brass,detail:brass,unknown,,1,unknown,unknown,unknown,,B0DS1Q4NXM,B0DVZ9NBJD,"MACKENZIE-CHILDS LED Cafe Table Lamp, Black-and-White Courtly Check",MACKENZIE-CHILDS,149.95,50.0,48.0,3.9,US,True,7.0,,Table Lamps / 1063296 / 602,https://m.media-amazon.com/images/I/61ofCUdyO6L.jpg,,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0DY89Z7LM,VASE,38.1,keyword,vase,unknown,,unknown,,1,unknown,unknown,unknown,extra large; eco,B0DY89Z7LM,B0DY89JYWH,"MACKENZIE-CHILDS Large Enamel Vase, Unique Flower-Vase Decor for Living Room, Black-and-White Courtly Check",MACKENZIE-CHILDS,89.0,50.0,47.0,4.7,US,True,7.0,,Vases / 3745451 / 119,https://m.media-amazon.com/images/I/81yKI9RCt7L._AC_SL1500_.jpg,research/B0CV7H2DLQ/images/34_B0DY89Z7LM.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0CQMVYDB8,JAR,36.4,keyword,combo jar,plastic,detail:opp,plastic,detail:opp,1,lid,unknown,general kitchen storage,,B0CQMVYDB8,B0CW6J8L5K,"MACKENZIE-CHILDS Sterling Check Enamel Canister, Gray-and-White Kitchen Storage Container with Lid, Mini",MACKENZIE-CHILDS,0.0,50.0,29.0,4.9,US,True,5.0,,Food Jars & Canisters / 9833720011 / 533,https://m.media-amazon.com/images/I/71rPG5sj9KL.jpg,research/B0CV7H2DLQ/images/35_B0CQMVYDB8.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0GW87NNYW,,36.2,keyword,combo 231,unknown,,unknown,,1,lid,unknown,unknown,eco,B0GW87NNYW,B0GGGKK6YD,"7.85 Inch Pink Ceramic Ginger Jar, Hand-Painted Peony Chinoiserie Decorative Vase for Flowers, Porcelain Temple Jars with Lids for Kitchen, Living Room, Office or Bookshelf",Siqiyangly,34.9,0.0,4.0,5.0,CN,True,6.0,,Decorative Jars / 3254608011 / 231,https://m.media-amazon.com/images/I/61gD4seXMPL.jpg,,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0F5JYGVN7,FOOD STORAGE CONTAINER,35.8,keyword,combo food storage container,plastic,detail:opp,plastic,detail:opp,1,unknown,unknown,unknown,,B0F5JYGVN7,B0CW6L734W,"MACKENZIE-CHILDS Enamel Canister, Small, Wild Rose Brown",MACKENZIE-CHILDS,99.95,50.0,148.0,4.8,US,True,4.0,,"['Kitchen & Dining', 'kitchen']",https://m.media-amazon.com/images/I/71Otnm+kWhL.jpg,research/B0CV7H2DLQ/images/37_B0F5JYGVN7.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0DDVWN8BZ,JAR,35.6,keyword,combo jar,unknown,,unknown,,1,lid,unknown,unknown,eco,B0DDVWN8BZ,B0BZGTLDP7,Galt International Pink Floral Chinoiserie Ceramic Temple Jar 18' w/Lid - Ginger Jar Home & Kitchen Decor for Interior Design - Pink & White,Galt International,129.99,0.0,95.0,4.8,US,True,10.0,,Decorative Jars / 3254608011 / 225,https://m.media-amazon.com/images/I/71e34xclAZL._AC_SL1500_.jpg,research/B0CV7H2DLQ/images/38_B0DDVWN8BZ.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0G5WZFHKM,FOOD STORAGE CONTAINER,35.1,keyword,food storage container,silicone,detail:silicone,silicone,detail:silicone,1,unknown,unknown,unknown,,B0G5WZFHKM,B0G5WZFHKM,"Bico Spice Cottages 7.5-Inch Pink Ceramic Cookie Jar, Hand-Painted House-Shaped Airtight Container for Cookies, Treats & Snacks",Bico,36.99,0.0,0.0,4.8,TW,True,0.0,,Food Jars & Canisters / 9833720011 / 1752,https://m.media-amazon.com/images/I/61S1vmfeMgL.jpg,,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0CGVHHQ11,,34.9,keyword,combo 686,silicone,detail:silicone,silicone,detail:silicone,1,unknown,unknown,unknown,extra large,B0CGVHHQ11,B0DLWQ7149,"MACKENZIE-CHILDS Enamel Canister Set, Small (38 oz.), Medium (48 oz.), and Large (64 oz.) Kitchen Containers, Black-and-White Courtly Check",MACKENZIE-CHILDS,319.95,50.0,80.0,4.7,US,True,5.0,,Food Jars & Canisters / 9833720011 / 686,https://m.media-amazon.com/images/I/71A3INYPktL._AC_SL1500_.jpg,research/B0CV7H2DLQ/images/40_B0CGVHHQ11.jpg,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0CQKP2KKN,,34.9,keyword,bouquet holder,unknown,,unknown,,1,unknown,unknown,unknown,eco,B0CQKP2KKN,B0CQKP2KKN,"MACKENZIE-CHILDS Ceramic Vase, Black-and-White Courtly Bow | Hand-painted design, unique flower vase decor, bouquet holder for living room, 4' dia. x 9.75' H",MACKENZIE-CHILDS,129.95,0.0,15.0,5.0,US,True,0.0,,Vases / 3745451 / 2390,https://m.media-amazon.com/images/I/617Pv2mnnYL._AC_SL1500_.jpg,,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0D6MRB4S6,BUTTER DISH,34.4,keyword,butter dish,unknown,,unknown,,1,lid,unknown,unknown,,B0D6MRB4S6,B0GYV51YC9,"MACKENZIE-CHILDS Enamel Butter Box, Cute Lidded Butter Dish, Pink-and-White Rosy Check",MACKENZIE-CHILDS,0.0,0.0,119.0,4.7,,False,9.0,,Butter Dishes / 367166011 / 168,https://m.media-amazon.com/images/I/61rM5DfRPKL.jpg,,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0F5Z6WDTD,VASE,34.0,keyword,vase,stainless steel,detail:stainless steel,stainless steel,detail:stainless steel,1,unknown,unknown,unknown,eco,B0F5Z6WDTD,B0FN4RM4SS,"MACKENZIE-CHILDS Pedestal Vase, Decorative Centerpiece and Flower Holder, Green-and-White Emerald Check",MACKENZIE-CHILDS,149.95,0.0,0.0,5.0,US,True,4.0,,Vases / 3745451 / 1211,https://m.media-amazon.com/images/I/41fW05uF7PL.jpg,,,,,,,
B0CV7H2DLQ,keyword,https://www.amazon.com/dp/B0CQP3ZRMR,CADDY,33.8,keyword,caddy,stainless steel,detail:stainless steel,stainless steel,detail:stainless steel,1,unknown,unknown,unknown,,B0CQP3ZRMR,B0FM6LZ7Z7,"MACKENZIE-CHILDS Supper Club Flatware Caddy, Black-and-White Courtly Check",MACKENZIE-CHILDS,109.95,50.0,36.0,4.6,US,True,1.0,,Flatware Organizers / 3744101 / 607,https://m.media-amazon.com/images/I/41u9M6GnQwL.jpg,,,,,,,
