image_index,asin,listing_url,title,product_form,material,pack_count,main_image_url,image_file,visual_product_form,visual_material_signal,visual_pack_count,visual_closure,visual_style,visual_notes
26,B0CHRP96MS,https://www.amazon.com/dp/B0CHRP96MS,"4 Tier Plastic Storage Bins with Lid 23QT, Stackable Storage Bins",storage box,plastic,1,https://m.media-amazon.com/images/I/716HAfz8etL.jpg,research/B0DRN24XD6/images/26_B0CHRP96MS.jpg,,,,,,
27,B0D147F5FB,https://www.amazon.com/dp/B0D147F5FB,"SPACEKEEPER Slim Rolling Storage Cart, 4 Tier Bathroom Cart Organizer,Green",combo furniture cart,plastic,1,https://m.media-amazon.com/images/I/61+c2RypOEL.jpg,research/B0DRN24XD6/images/27_B0D147F5FB.jpg,,,,,,
28,B0C1RF6BGT,https://www.amazon.com/dp/B0C1RF6BGT,Magnetic Remote Control Holder Wall Mount 4 Pack,combo caddy,plastic,4,https://m.media-amazon.com/images/I/61Jh8XJA+oL.jpg,research/B0DRN24XD6/images/28_B0C1RF6BGT.jpg,,,,,,
29,B0DP76RZDR,https://www.amazon.com/dp/B0DP76RZDR,"Molutsody Under Bed Storage with Wheels, 2-Pack Underbed Storage Containers with Clear Lids, Under Bed Shoe Storage Organizer, Rolling Under the Bed Storage Bins for Clothes Shoes Blankets (Black)",storage box,paper,2,https://m.media-amazon.com/images/I/71BgorJAxhL.jpg,research/B0DRN24XD6/images/29_B0DP76RZDR.jpg,,,,,,
30,B0D12P57GC,https://www.amazon.com/dp/B0D12P57GC,"OKZEST Slim Laundry Room Organization Cart with Upgraded Metal Hub Casters | Fits between washer & dryer, 4-Tier space-saving narrow rolling cart, Premium wood top & metal mesh shelf, with handle & hook",furniture cart,wood/bamboo,1,https://m.media-amazon.com/images/I/81Oczw9JFmL.jpg,,,,,,,
31,B09VLD3F3P,https://www.amazon.com/dp/B09VLD3F3P,AOJEZOR Toilet Paper Holder Stand: Small Space Bathroom Storage for Renters,toilet paper holder,paper,1,https://m.media-amazon.com/images/I/716MDnXhEuL.jpg,research/B0DRN24XD6/images/31_B09VLD3F3P.jpg,,,,,,
32,B0C4H3Z6K7,https://www.amazon.com/dp/B0C4H3Z6K7,"Durmmur Stainless Steel Hat Organizer, Hat Rack for Wall,Each Holds 15 Hats | 2P Strong Adhesive/Wall Drilled Hat Holder, Hat Hooks, Hat Hanger Baseball Cap Organizer for Door,Bedroom,Closet(Black 6 in)",stainless steel clothes rack,stainless steel,1,https://m.media-amazon.com/images/I/71CeQAUdmbL.jpg,research/B0DRN24XD6/images/32_B0C4H3Z6K7.jpg,,,,,,
33,B0DJVYSJZ9,https://www.amazon.com/dp/B0DJVYSJZ9,"DRQ 2-Pack Remote Control Holder, Adhesive Wall-Mount Remote Holder, Black",item container,plastic,2,https://m.media-amazon.com/images/I/518FMQYYTwL.jpg,,,,,,,
34,B0FBG5W85J,https://www.amazon.com/dp/B0FBG5W85J,Kmiectse Clear Storage Bins with Lids - 4 Tier 23qt Plastic Stackable Bins,storage drawer,plastic,1,https://m.media-amazon.com/images/I/714wFnFnM8L.jpg,,,,,,,
35,B0B7RRGJCM,https://www.amazon.com/dp/B0B7RRGJCM,"VIRFIN Key Holder for Wall with 2 Self-Adhesive Tapes, No Damage Key Holder Rack for Wall with 3 Key Hooks for Entryway, Door, Bathroom, Kitchen(Black)",combo storage hook,paper,1,https://m.media-amazon.com/images/I/519kd7NI+VL.jpg,research/B0DRN24XD6/images/35_B0B7RRGJCM.jpg,,,,,,
36,B0DY754P7K,https://www.amazon.com/dp/B0DY754P7K,"6 Pack Magnetic Remote Control Holder, Silicone, Self-Adhesive No-Drill",silicone portable electronic device mount,silicone,6,https://m.media-amazon.com/images/I/61SJJXvBuoL.jpg,research/B0DRN24XD6/images/36_B0DY754P7K.jpg,,,,,,
37,B08KXKVT4K,https://www.amazon.com/dp/B08KXKVT4K,"Vtopmart 25 PCS Clear Plastic Drawer Organizers Set, 4-Size Versatile Bathroom and Vanity Drawer Organizer Trays, Storage Bins for Makeup, Bedroom, Kitchen Gadgets Utensils and Office",combo caddy,plastic,25,https://m.media-amazon.com/images/I/81yj+PUYVxL.jpg,research/B0DRN24XD6/images/37_B08KXKVT4K.jpg,,,,,,
38,B0FQJ24BL2,https://www.amazon.com/dp/B0FQJ24BL2,"Aurora Light Projector for Bedroom,White Noise Sound Machine for Sleeping Adults+18 Colors+Bluetooth Music+Remote Control Northern Lights Projector Ambient Lighting,Cool Things for Teen Girl Gift",lamp,plastic,1,https://m.media-amazon.com/images/I/81lTRmr0KML.jpg,research/B0DRN24XD6/images/38_B0FQJ24BL2.jpg,,,,,,
39,B0CHRNM2YF,https://www.amazon.com/dp/B0CHRNM2YF,CTSNSLH 4 Tier Plastic Storage Bins with Lid 23QT - Stackable Storage Bins,storage box,plastic,1,https://m.media-amazon.com/images/I/611jwFxAVDL.jpg,research/B0DRN24XD6/images/39_B0CHRNM2YF.jpg,,,,,,
40,B09F6JH7PG,https://www.amazon.com/dp/B09F6JH7PG,"SPACELEAD Slim Storage Cart 4 Tier,Bathroom Organizer Rolling Utility, Mobile Shelving Unit Slide Out for Office, Kitchen, Laundry Room & Narrow Places,White",combo furniture cart,plastic,1,https://m.media-amazon.com/images/I/71vOj7jONYL.jpg,research/B0DRN24XD6/images/40_B09F6JH7PG.jpg,,,,,,
