image_index,asin,listing_url,title,product_form,material,pack_count,main_image_url,image_file,visual_product_form,visual_material_signal,visual_pack_count,visual_closure,visual_style,visual_notes
11,B0F1CQLJS5,https://www.amazon.com/dp/B0F1CQLJS5,"2 Pack Beeswax Bread Bags for Sourdough,Reusable Organic Linen Beeswax Bread Bag for Homemade Sourdough 17 x 12.6 Inches Food Storage Cloth Bag – Freezer-Friendly & Freshness Preservation",beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/81KB-OS8UmL.jpg,research/B0FS1YH17C/images/11_B0F1CQLJS5.jpg,beeswax bread bag,fabric/waxed-looking,2,drawstring,natural/minimal,two plain homemade bread bags
12,B0FL29BSG5,https://www.amazon.com/dp/B0FL29BSG5,"2 Pack Beeswax Bread Bag,17'×13'Reusable Organic Bread Bags for Homemade Bread Sourdough,Linen Outer Lining and Pure Cotton Beewax Inner Lining Moisture-proof &Fresh-Preserving With Buckle&Bowl Covers",beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/81SA-fFDxRL.jpg,research/B0FS1YH17C/images/12_B0FL29BSG5.jpg,beeswax bread bag + bowl cover,fabric/waxed-looking,1 bag + cover,zipper,floral/giftable,bag with bowl cover accessory
13,B0FJLJ62KL,https://www.amazon.com/dp/B0FJLJ62KL,"2-Pack Reusable Beeswax Bread Bags for Sourdough, Natural Linen Bag for Homemade Bread，Extend the insurance period(Coffee)",beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/812Sb2tS-XL.jpg,research/B0FS1YH17C/images/13_B0FJLJ62KL.jpg,,,,,,
14,B0D83SD1ZP,https://www.amazon.com/dp/B0D83SD1ZP,"Reusable Beeswax Bread Bags for Sourdough: XL Eco-Friendly Fresh Food Storage (13x17in, 2 Pack) | Moisture Lock, Sustainable Homemade Bread Preservation",beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/71FLon04eEL.jpg,research/B0FS1YH17C/images/14_B0D83SD1ZP.jpg,beeswax bread bag,fabric/waxed-looking,2,drawstring,natural bee,standing pouch plus flat bag
15,B0FL1GRFXZ,https://www.amazon.com/dp/B0FL1GRFXZ,"3 Pack Cotton Beeswax Bread Bags for Sourdough - 2XL Organic Reusable with Bees Wax Lining & Buckle Closure + 1 Beeswax Wrap, Wax Cloth Bread Bags & Freezer Safe, Eco-Friendly & Easy to Clean",beeswax bread bag,beeswax,3,https://m.media-amazon.com/images/I/618Z55I6HtL.jpg,research/B0FS1YH17C/images/15_B0FL1GRFXZ.jpg,,,,,,
16,B0FLXGT34C,https://www.amazon.com/dp/B0FLXGT34C,"Beeswax Bread Bags for Sourdough and Homemade Bread — 2 XL Reusable Cotton Bread Bags + Beeswax Bowl Cover, Food-Safe Bread Storage Keeps Loaves Fresh, Zero Waste Bakery Gift Set",beeswax bread bag,beeswax,1,https://m.media-amazon.com/images/I/81CWT0ZTp9L.jpg,research/B0FS1YH17C/images/16_B0FLXGT34C.jpg,beeswax bread bag + bowl cover,fabric/waxed-looking,2 bags + cover,drawstring,sourdough gift set,two pouches plus bowl cover
17,B0G78PPCVG,https://www.amazon.com/dp/B0G78PPCVG,Beeswax Bread Bags Natural Beeswax-Lined Cotton Storage Reusable Sourdough bread bags Bakery Essentials Freshness Keeper for Homemade (2 Pack),beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/719zcD+CSUL._AC_SL1500_.jpg,research/B0FS1YH17C/images/17_B0G78PPCVG.jpg,,,,,,
18,B0FF31VY9Q,https://www.amazon.com/dp/B0FF31VY9Q,"2 Pack Reusable Beeswax Bread Bags for Sourdough, 17inx13in Bread Bags for Homemade Bread, XL Natural Beewax Lined Bread Bag, Freezer Friendly Freshness Preservation for Food Storage",beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/71pS+9HLmhL.jpg,research/B0FS1YH17C/images/18_B0FF31VY9Q.jpg,,,,,,
19,B0GVJCMTGB,https://www.amazon.com/dp/B0GVJCMTGB,"Reusable Beeswax Bread Bags for Homemade Bread,2-Pack (17“x13“) Extra Large Sourdough Storage,Heavy-Duty Cotton Artisan Loaf Keeper to Preserve Crust and Freshness(Artisan Print & Classic Graphic)",beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/71pEBpZPKqL.jpg,research/B0FS1YH17C/images/19_B0GVJCMTGB.jpg,,,,,,
20,B0H1195WL7,https://www.amazon.com/dp/B0H1195WL7,"Beeswax Bread Bags, 2pack Eazywell Goods Premium 100% Cotton Reusable Bread Storage Bag Beeswax with Zipper, 13 * 17inches Wax Bag for Sourdough Homemade Bread (2pcs)",beeswax bread bag,cotton,2,https://m.media-amazon.com/images/I/41ZZleTB+qL._AC_.jpg,research/B0FS1YH17C/images/20_B0H1195WL7.jpg,,,,,,
21,B0GDFK7NQT,https://www.amazon.com/dp/B0GDFK7NQT,"Lorine Beeswax Lining Bread Bags, Reusable Bread Bags for Homemade & Sourdough Bread, Large capacity 13 * 17‘‘, Moisture Lock with Zip for Bread Freshness with Sealing (2 PCS)",linen/cotton bread bag,beeswax,2,https://m.media-amazon.com/images/I/61jNokW0wAL.jpg,research/B0FS1YH17C/images/21_B0GDFK7NQT.jpg,beeswax bread bag,coated fabric/waxed-looking,2,zipper,minimal,two plain zip pouches
22,B09N3M4BDJ,https://www.amazon.com/dp/B09N3M4BDJ,GRIN BY GRIN- Bread Bags 2 Pack Reusable Zipper Bags for Homemade Bread Sourdough Extra Large Freezer Storage,linen/cotton bread bag,plastic,2,https://m.media-amazon.com/images/I/81c7LuiqLfL.jpg,research/B0FS1YH17C/images/22_B09N3M4BDJ.jpg,,,,,,
23,B0H28TCB56,https://www.amazon.com/dp/B0H28TCB56,"lorine Beeswax Bread Bags for Homemade Bread & Sourdough –17“×13.6“ 2PC XL Eco-Friendly, Natural Food-Safe Storage Bag to Sourdough Bags with Sealing Zip to Keep",beeswax bread bag,beeswax,1,https://m.media-amazon.com/images/I/,,,,,,,
24,B0F8BDJSF9,https://www.amazon.com/dp/B0F8BDJSF9,"KIBAGA Beautiful Linen Bread Bag Set and Proofing Cover For Homemade Sourdough Bread - Keeps Your Loaf Fresh for Days - Reusable and Easy to Clean Storage Bag, The Perfect Baking Accessories",linen/cotton bread bag,linen,1,https://m.media-amazon.com/images/I/81nCzqNw1aL.jpg,research/B0FS1YH17C/images/24_B0F8BDJSF9.jpg,,,,,,
25,B0BQ5KN672,https://www.amazon.com/dp/B0BQ5KN672,100 Pack Large Paper Bread Bags for Homemade Bread Sourdough Bags 14' x 8.3' x 3.5' with Tin Tie Tab Lock Clear Front Window Bakery Bag Packaging Cookie Bag with Label Seal Stickers,disposable bakery bread bag,paper,100,https://m.media-amazon.com/images/I/710oIzE0sVL._AC_SL1500_.jpg,research/B0FS1YH17C/images/25_B0BQ5KN672.jpg,,,,,,
26,B0G2S1B7GR,https://www.amazon.com/dp/B0G2S1B7GR,Beautiful Bread Bags for Homemade Bread - Clear Window Bags Keep Your Sourdough Loaves Fresh for Days & are Great for Gifting Homemade Bread - Perfectly Sized Bakery Paper Packaging for Baked Goods,disposable bakery bread bag,paper,1,https://m.media-amazon.com/images/I/71CbxeHGENL._AC_SL1500_.jpg,research/B0FS1YH17C/images/26_B0G2S1B7GR.jpg,disposable bakery bread bag,paper with clear window,many,fold/seal,clear window,paper bread bags with stickers
27,B0FXMF5CHN,https://www.amazon.com/dp/B0FXMF5CHN,"Tripho 100 Pcs Bread Bags for Homemade Bread with Clear Window & 120 Stickers, Sourdough Bread Bags for Storage of Bread,Cookies & Snacks, Large Bakery Paper Bags",disposable bakery bread bag,paper,100,https://m.media-amazon.com/images/I/81uFYxVm5cL._AC_SL1500_.jpg,research/B0FS1YH17C/images/27_B0FXMF5CHN.jpg,disposable bakery bread bag,kraft paper,100,fold/seal,kraft/minimal,100 pack kraft bags
28,B0FHCW8ZGN,https://www.amazon.com/dp/B0FHCW8ZGN,"Moretoes 120 Pack Large Paper Bread Bags for Homemade Bread, 13.7x8.3x3.5 Inches, Sourdough Bread Bags with Tin Tie Tab and Clear Front Window, Includes 144 Label Seal Stickers (Brown)",disposable bakery bread bag,paper,120,https://m.media-amazon.com/images/I/81sgChMRFuL._AC_SL1500_.jpg,research/B0FS1YH17C/images/28_B0FHCW8ZGN.jpg,disposable bakery bread bag,paper with clear window,many,fold/seal,clear window,window bags and stickers
29,B0DYF8MC26,https://www.amazon.com/dp/B0DYF8MC26,"2 Packs Safe Double-Layer Fresh-Keeping Bread Storage Container for Homemade Bread and Sourdough,Eco-Friendly Plastic-free Food Storage | Moisture Lock Technology",bread storage adjacent,plastic,2,https://m.media-amazon.com/images/I/81up3CQ2SuL.jpg,research/B0FS1YH17C/images/29_B0DYF8MC26.jpg,,,,,,
30,B0G6F1ZQ1N,https://www.amazon.com/dp/B0G6F1ZQ1N,"Beeswax Wraps for Food – 9 Pack Reusable Beeswax Bread Bag & Sandwich Wrap, Organic & Eco-Friendly & Sustainable Bees Paper, Perfect Alternative to Aluminum Foil Sourdough Storage & Plastic Wrap",beeswax bread bag,beeswax,9,https://m.media-amazon.com/images/I/81HpFXekgpL._AC_SL1500_.jpg,research/B0FS1YH17C/images/30_B0G6F1ZQ1N.jpg,beeswax wrap set,wrap sheets,9,wrap,patterned,multiple patterned wraps
31,B00GK3QTCE,https://www.amazon.com/dp/B00GK3QTCE,Bee‘s Wrap Beeswax Wraps for Bread - Beeswax Bread Wrap for Sourdough & Bread Storage - Plastic Free Made in USA Reusable Natural Food Wrap - Honeycomb,beeswax wrap,beeswax,1,https://m.media-amazon.com/images/I/81P-+G0DpTL.jpg,research/B0FS1YH17C/images/31_B00GK3QTCE.jpg,beeswax wrap,wrap sheet,1,wrap,honeycomb/natural,flat wrap and wrapped bread
32,B08CR1G8CS,https://www.amazon.com/dp/B08CR1G8CS,"Bread Bags with Ties, Reusable,100 Clear Bags and 100 Ties, Bread Bags For Homemade Bread And Bakery Loaf Adjustable Reusable(100)",linen/cotton bread bag,plastic,1,https://m.media-amazon.com/images/I/81Fb+glhQ+L._AC_SL1500_.jpg,research/B0FS1YH17C/images/32_B08CR1G8CS.jpg,,,,,,
33,B08Q7WJC3G,https://www.amazon.com/dp/B08Q7WJC3G,Reusable Plastic Bread Bags for Homemade Bread - 100 Pack Clear Bag with Ties For An Airtight Moisture-free Preservation and Storage - Loaf Home Bakers Bakery Owners,linen/cotton bread bag,plastic,100,https://m.media-amazon.com/images/I/71uv6TxBZtL._AC_SL1500_.jpg,research/B0FS1YH17C/images/33_B08Q7WJC3G.jpg,,,,,,
34,B0FWKHP3CM,https://www.amazon.com/dp/B0FWKHP3CM,"2-Pack Reusable Beeswax Bread Bags for Sourdough & HomemadeBread with Zipper, 16.5 x 13 inch bread bags for Food Storage",beeswax bread bag,beeswax,2,https://m.media-amazon.com/images/I/71Rx77jHctL.jpg,research/B0FS1YH17C/images/34_B0FWKHP3CM.jpg,,,,,,
35,B0CW1ZBP6P,https://www.amazon.com/dp/B0CW1ZBP6P,"50 Pcs Bread Bags for Homemade Bread, Sourdough Paper With Window, 50% Thicker 13.7x8.2x3.7in A Large Bakery Bags Used for Storage Cookies & Snacks, 60 Cute Sealing Stickers With Ties",disposable bakery bread bag,paper,50,https://m.media-amazon.com/images/I/81X9TNVn6+L._AC_SL1500_.jpg,research/B0FS1YH17C/images/35_B0CW1ZBP6P.jpg,disposable bakery bread bag,paper with clear window,many,fold/seal,clear window,stack of window bakery bags
36,B0DPJSTLH5,https://www.amazon.com/dp/B0DPJSTLH5,"Sourdough Proofing Basket Gift Set, 9“ Round and 10“ Oval Banneton Bread Baking Supplies, Sourdough Baskets with Bread Lame, Danish Whish, Bowl Scraper, Sourdough Scraper, and Linen Liner",banneton/proofing,linen,1,https://m.media-amazon.com/images/I/81QoolujD3L.jpg,research/B0FS1YH17C/images/36_B0DPJSTLH5.jpg,banneton/proofing kit,cane basket/cloth,kit,none,gift/kit,proofing basket kit with tools
37,B08BWVXP6Y,https://www.amazon.com/dp/B08BWVXP6Y,Bee’s Wrap Beeswax Wraps for Food - Cut to Size 14x52' Beeswax Wrap Roll - Plastic Free Made in USA Reusable Natural Food Wrap - Honeycomb,beeswax wrap,beeswax,1,https://m.media-amazon.com/images/I/71XA5Gk84+L._AC_SL1500_.jpg,research/B0FS1YH17C/images/37_B08BWVXP6Y.jpg,beeswax wrap,wrap sheet,1,wrap,honeycomb/natural,flat beeswax wrap
38,B0FQV6G5JB,https://www.amazon.com/dp/B0FQV6G5JB,"Sourdough Starter Kit, Sourdough Bread Baking Supplies, Round & Oval Banneton Bread Proofing Basket, Bread Sling, Starter Jar, Dough Whisk, Scrapers, Stencils & Bag, Complete Sourdough Kit Gifts",banneton/proofing,paper,1,https://m.media-amazon.com/images/I/91OSQDVVmaL.jpg,,banneton/proofing kit,cane basket/cloth,kit,none,gift/kit,proofing basket kit with tools
39,B0F4DF3X7F,https://www.amazon.com/dp/B0F4DF3X7F,"38Pcs Sourdough Bread Baking Supplies, 10’’ Round & Oval Banneton Bread Proofing Baskets with 24 oz Sourdough Starter Jar Kit, Digital Scale, Bags & Bread Making Tools Kit for Artisan Baking",banneton/proofing,unknown,38,https://m.media-amazon.com/images/I/81uMuqj+UuL._AC_SL1500_.jpg,research/B0FS1YH17C/images/39_B0F4DF3X7F.jpg,,,,,,
40,B0B8F6KDHN,https://www.amazon.com/dp/B0B8F6KDHN,"Reusable Beeswax Wrap - 9 Pack Beeswax Wraps for Food, Eco-Friendly Beeswax Food Wraps, Bread Sandwich Wrapper - Organic, Sustainable, Zero Waste, Reusable Plastic-Free Food Storage Wrap, 1XL, 3M, 5S",beeswax wrap,beeswax,9,https://m.media-amazon.com/images/I/816mbJg3aLL._AC_SL1500_.jpg,research/B0FS1YH17C/images/40_B0B8F6KDHN.jpg,,,,,,
