review_target_asin,asin,listing_url,rating,review_title,review_text,review_date,pain_point_tags,review_link,verified_purchase,asin_property,helpful
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,Holds nicely,Great for remotes. Now I know exactly where my remotes are instead of looking in drawers or elsewhere. I liked the idea I could screw it into instead of using adhesive.,20260407,,https://www.amazon.com/gp/customer-reviews/R36P4XEOCV2B8K,False,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,5.0,Great Quality Item....,This item was perfect. The double sided tape actually does the job. Holds my 3 remotes with no issues. Thx,20260324,,https://www.amazon.com/gp/customer-reviews/R1TAOCJET0G9VL,False,"[{""name"":""Color"",""detail"":""White""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,This is just perfect for 3-4 remotes,This is exactly what I needed,20260314,,https://www.amazon.com/gp/customer-reviews/RA1IDO5IDW1B6,False,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,It really works and it‘s very good,I give it a 5,20260227,,https://www.amazon.com/gp/customer-reviews/R2DDLBHD2K51WD,False,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,Ren,Worked perfect in my rv,20260227,,https://www.amazon.com/gp/customer-reviews/R2YAUWPTTSYDI3,False,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,3.0,Wall storage holder,Easy to install and is durability is great. The sections don’t have much room for certain objects,20260219,,https://www.amazon.com/gp/customer-reviews/R3JTGJEC51GO4R,False,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,Worth buying,Made of good plastic and definitely will last.,20260209,,https://www.amazon.com/gp/customer-reviews/R2JXFEOYE2TOZA,False,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,"Simple, easy installation","I love it, super easy installation, and keeps the remotes high up from the little ones.",20260204,,https://www.amazon.com/gp/customer-reviews/R2M8XF8DDXZDHI,False,"[{""name"":""Color"",""detail"":""Black""}]",1
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,5.0,La funcionalidades,Excelente,20260112,,https://www.amazon.com/gp/customer-reviews/RU20VCT0VYG5S,True,"[{""name"":""Color"",""detail"":""White""}]",0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,5.0,Very functional,"Wonderful for the remotes in the bedroom. I painted mine with flowers 🌺 to match the room. Easy to use acrylic paint or bedazzle. The sticky tape on the back is very strong, it’s not coming down by itself. Wish I had done this earlier",20260109,,https://www.amazon.com/gp/customer-reviews/R2B9QZR2FC2R7E,True,"[{""name"":""Color"",""detail"":""White""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,4.0,Remote Holder - Almost Perfect!,"Perfect to hold my numerous remote controls.However, the self-sdhesive provided on the back is not strong enough.
I had to Resort to using screws to fasten to my furniture.",20260105,,https://www.amazon.com/gp/customer-reviews/R28OUIGNFDGVCH,True,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,5.0,Espectacular,Bien,20251228,,https://www.amazon.com/gp/customer-reviews/R3EFF9OR3RUGPF,True,"[{""name"":""Color"",""detail"":""White""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,"Simple, clean way to keep remotes organized","This is a great option for keeping remotes organized and easy to find. It was simple to install, doesn’t look cheap on the wall, and does exactly what it’s supposed to do.
Since installing it, we haven’t lost a remote once — which alone makes it worth it!

Highly recommend if you’re tired of clutter or constantly searching for remotes.",20251224,,https://www.amazon.com/gp/customer-reviews/R3VJKCUFLJLC3H,True,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,1.0,"Tape does not stick on smooth surface, and this is what has happened since i had it","As for me, the tape on the container was peeling off after two weeks, it kept falling off a smooth surface and the two dividers didn’t stay in place if remotes leaned up against it, it would come out the slot",20251221,,https://www.amazon.com/gp/customer-reviews/RPYHNJTRVL9RE,False,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,5.0,Buenos,Excelentes herramientas,20251220,,https://www.amazon.com/gp/customer-reviews/R1KNDKEZCT1XT4,True,"[{""name"":""Color"",""detail"":""White""}]",0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,4.0,Super handy mounted near my Barca Lounger.,Easy to install and very functional.,20251220,,https://www.amazon.com/gp/customer-reviews/R1HOHR6VIWK2WQ,False,"[{""name"":""Color"",""detail"":""White""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,Works great!,"Works great! Easy to setup, easy to install. Fits well into the space I had in mind for it. Now my remotes are in an easy access spot instead of getting lost in the blankets. Thanks!",20251105,size_fit; value_or_quantity,https://www.amazon.com/gp/customer-reviews/R2G2YKKD6YC6UR,True,"[{""name"":""Color"",""detail"":""Black""}]",1
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,4.0,Could add some style.,"It just as you see. The dividers are removable and a little tricky to install, but I wraped it with some leather repair tape to make it look nice.",20250917,,https://www.amazon.com/gp/customer-reviews/R281E9STTQ7ZVR,True,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,5.0,"Good value, sturdy, versatile. Once adhered with the provided strips-they‘re staying put...forever.","Good value for price.  Nice size. Three across fit all my remotes, my phone, and eye glass cleaning supplies and case.  Adhesive holds strong...do not plan on removing or adjusting placement. Once adhered, they‘re staying in place",20250911,cleaning; size_fit; value_or_quantity,https://www.amazon.com/gp/customer-reviews/R83AIER6IC56R,True,"[{""name"":""Color"",""detail"":""White""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,Recommended,Worked perfect for what i needed,20250908,,https://www.amazon.com/gp/customer-reviews/R19MJ1JXNILXP6,True,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,"Convenient, practical and affordable","For me, this was a very practical addition to the side of my desk, which is adjacent to my bed so I never have to get up to look for the remote because it is bedside where I can turn off everything and go to sleep.",20250903,,https://www.amazon.com/gp/customer-reviews/R3VW1F74LEQ6JT,True,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,Love it,Works great in our rv. I dont have to chase the tv remote down. Great cell phone holder as well,20250831,,https://www.amazon.com/gp/customer-reviews/R3OYRR4HRFCS9E,True,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,Remote holder,Looks great and easy install,20250823,,https://www.amazon.com/gp/customer-reviews/R1T75VVKX33ASP,True,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,Buy too convenient not to have,Way better than the single holder I ordered one and returned it. This just looks much better.,20250821,,https://www.amazon.com/gp/customer-reviews/R1KFIBAU59ZUP1,True,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,1.0,Dividers fall out when removing remote bad design,The dividers that separate the sections for each remote are push in place but they fall out when remote is removed then the remotes no longer stand up. The dividers have slots but not enough tension to stay in place. Really bad design.,20250819,,https://www.amazon.com/gp/customer-reviews/R23H49RUU5A08R,True,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,1.0,Warped the plastic,It came warped and when installed the adhesive rip up the paint so now I’m kinda stuck with it.,20250818,durability,https://www.amazon.com/gp/customer-reviews/R1PPV3TP6A2LGQ,True,"[{""name"":""Color"",""detail"":""White""}]",0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,5.0,A wall depot for controllers,This box provides organization for many back. controllers. An easy install,20250805,,https://www.amazon.com/gp/customer-reviews/R36T82EBKRPNB,True,"[{""name"":""Color"",""detail"":""White""}]",0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,5.0,Muy bueno calidad,Muy bonito  y resistente,20250729,,https://www.amazon.com/gp/customer-reviews/R1NDPEY4IJT4M4,True,"[{""name"":""Color"",""detail"":""White""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,Good quality,Extremely good product. Very good quality.,20250721,,https://www.amazon.com/gp/customer-reviews/R1K9IFUHXN43D9,True,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,1.0,Bad product,Material is brittle. It breaks easily when installed.  I had to throw away the two I ordered because one came broken and the other broke easily when installing,20250706,durability,https://www.amazon.com/gp/customer-reviews/R3D41X4E1U2J02,True,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPK4PBW,https://www.amazon.com/dp/B0DDPK4PBW,5.0,Perfect for my remotes,Great,20250627,,https://www.amazon.com/gp/customer-reviews/R1JI4IPN7QF8VF,True,"[{""name"":""Color"",""detail"":""White&Black""}]",0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,5.0,Perfect for my remotes,Great,20250627,,https://www.amazon.com/gp/customer-reviews/R1JI4IPN7QF8VF,True,[],0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,5.0,Nice look on my coffee table,I’m happy with how it looks tho wish it was wooden,20250519,,https://www.amazon.com/gp/customer-reviews/R2MRUZ09ICBWSS,True,"[{""name"":""Color"",""detail"":""White""}]",1
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,Solves my issue very well,Great adhesive quality and organizing living room remotes,20250513,,https://www.amazon.com/gp/customer-reviews/R1K4BYMJSQZ8E9,True,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,Perfect,Perfect for my needs.  I have bought 3 of them now.,20250430,,https://www.amazon.com/gp/customer-reviews/R322YC7M6QRV20,True,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,5.0,Bueno,Valió la pena,20250414,,https://www.amazon.com/gp/customer-reviews/R1VW8L74Y2WL90,True,"[{""name"":""Color"",""detail"":""White""}]",0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,5.0,Something so simple yet great,"Super convenient, stuck pretty well and have no issues with it so far",20250402,,https://www.amazon.com/gp/customer-reviews/R3F657Q9YIZ16D,True,"[{""name"":""Color"",""detail"":""White""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,Remote location.,"Keeps my remotes in one place, great!",20250318,,https://www.amazon.com/gp/customer-reviews/R8C365AF1EQVH,True,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPK4PBW,https://www.amazon.com/dp/B0DDPK4PBW,5.0,Easy setup,"Simple idea, put them on the back of the TV they work great just need a flat surface  for them",20250228,,https://www.amazon.com/gp/customer-reviews/R2Z9HBAEJQHQ9A,True,"[{""name"":""Color"",""detail"":""White&Black""}]",0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,5.0,Easy setup,"Simple idea, put them on the back of the TV they work great just need a flat surface  for them",20250228,,https://www.amazon.com/gp/customer-reviews/R2Z9HBAEJQHQ9A,True,[],1
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,5.0,Love it,Perfect for my remote,20250221,,https://www.amazon.com/gp/customer-reviews/R2K9ENI37XUBZY,True,"[{""name"":""Color"",""detail"":""White""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,Works great as remote holder mounted on side table to dual recliner.,"I kept misplacing remote controls that I put on the end table beside my chair.  They would get covered up or knocked to the floor.  This seems to have solved the problem.Easy to apply.  3M adhesive pad seems to have plenty of stick, but it has only been one day.Easily holds three remotes for voice Roku, Home Theatre AVR, and TV.",20250214,,https://www.amazon.com/gp/customer-reviews/R1AZL3QF3PNDWV,True,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,5.0,Perfectos para ponerlos en la pared,"Puse los controles de la TV, aire acondicionador y ventilador. Quedan perfectos en el soporte",20250125,,https://www.amazon.com/gp/customer-reviews/R2YXTT79UECNUV,True,"[{""name"":""Color"",""detail"":""White""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,As described,Mounted this to our coffee table to make sure the remotes have a specific place to be instead of just on the table,20250116,,https://www.amazon.com/gp/customer-reviews/R1PYW77NU52CRN,True,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,3.0,Didn‘t find this satisfactory,the pockets were not deep enough (front to back) for the remotes,20250101,,https://www.amazon.com/gp/customer-reviews/R29D7JA3OAB0G2,True,"[{""name"":""Color"",""detail"":""White""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,Es lo que esperaba,"Para poner mis controles,siempre los pierdo y ahora ya no tengo ese problema   ",20241211,,https://www.amazon.com/gp/customer-reviews/R3AY0QI82J5LWT,True,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPK4PBW,https://www.amazon.com/dp/B0DDPK4PBW,5.0,Super Helpful!,"I ordered this set of remote holders for my bedroom after moving into a new apartment where there are several remotes for the lights in addition to the television. I have one of these holders on the wall above the nightstand on each side of my bed. As long as you can get into the habit of ensuring the remotes are in one of the holders whenever you get up and make your bed, these will certainly come in handy!  The included dividers make it so that smaller remotes don’t simply fall onto their side and disappear inside the holder. These are also a great spot to charge your phone overnight, as there is an opening in the bottom to allow a charging cord to connect through. The adhesive strips they came with are strong and have b stayed put since the day I installed them almost two months ago. There were also screws included for those who prevent to mount it this way. The price is about average/slightly less than average compared to other remote holders this size/quantity on Amazon ($18 for a 2-pack in Black & White at the time of writing this review). Overall, I’m super happy with these because I’ve been able to keep better track of my remotes this way and would highly recommend! ",20241209,size_fit; durability; value_or_quantity,https://www.amazon.com/gp/customer-reviews/R2P6H6XXUKB9AL,False,"[{""name"":""Color"",""detail"":""White&Black""}]",0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,5.0,Super Helpful!,"I ordered this set of remote holders for my bedroom after moving into a new apartment where there are several remotes for the lights in addition to the television. I have one of these holders on the wall above the nightstand on each side of my bed. As long as you can get into the habit of ensuring the remotes are in one of the holders whenever you get up and make your bed, these will certainly come in handy!  The included dividers make it so that smaller remotes don’t simply fall onto their side and disappear inside the holder. These are also a great spot to charge your phone overnight, as there is an opening in the bottom to allow a charging cord to connect through. The adhesive strips they came with are strong and have b stayed put since the day I installed them almost two months ago. There were also screws included for those who prevent to mount it this way. The price is about average/slightly less than average compared to other remote holders this size/quantity on Amazon ($18 for a 2-pack in Black & White at the time of writing this review). Overall, I’m super happy with these because I’ve been able to keep better track of my remotes this way and would highly recommend!",20241209,size_fit; durability; value_or_quantity,https://www.amazon.com/gp/customer-reviews/R2P6H6XXUKB9AL,False,[],0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,4.0,FIts 3 Remotes,"This plastic remote holder comes with two divider slots that can be removed to just make one opening to hold your remotes.It comes with two screws to mount it into the wall and has two screw holes in the back part of the remote holder for easy access to mount it.I chose to use the sticky back tape to mount it to our wall but by the next morning it had fallen to the ground. We only had two remotes in it at the time, so I‘m not sure if the tape just isn‘t strong enough, or the paint on the wall wasn‘t allowing it to get a good bond.So I‘m just going to use the two screws and mount it that way. ",20241201,,https://www.amazon.com/gp/customer-reviews/RR0IGYPB5HHEJ,False,"[{""name"":""Color"",""detail"":""White""}]",0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,5.0,Simple but useful,"This 3 Slot Adjustable Remote Control Holder is a basic, clean design. The three slots are separated by dividers that can be removed to create one open space or two spaces with one twice as large as the other.The plastic is thick and smooth, and the holder can be mounted using the included screws and anchors or the included 3M foam double-sided adhesive panel. The grip on both sides of the panel is extremely strong and difficult to remove once applied, so ensure that you get your positioning exactly right before peeling off the backing and applying it.While the intent for this is to attach it to a wall, the adhesive is strong enough that I was able to attach it to the legs of an end table by cutting away strips of the backing to reveal the sticky material on only the slim lines I needed. Even with four remotes inserted into the holder, it isn‘t budging.This is extremely useful and versatile. It‘s definitely a good option to keep remote controls organized and easily accessible. ",20241126,cleaning; size_fit; durability,https://www.amazon.com/gp/customer-reviews/R184K3YR6EZ7W1,False,"[{""name"":""Color"",""detail"":""White""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,2.0,Small,ordered this thinking it would sit up and not installed on the wall.  It was too thin for what I needed it for. ,20241122,,https://www.amazon.com/gp/customer-reviews/R19IHNIYW316WN,True,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPK4PBW,https://www.amazon.com/dp/B0DDPK4PBW,5.0,Great Value,"Great set for $19. These caddies are well made and sturdy. Screws and anchors were included but I didn‘t use them.  They weren‘t the heavy duty quality but decent enough for the price and weight of these caddies. But I didn‘t use them because screwed in caddies, even with anchors, then to fall off the wall. I have teens, big kids and little kids. They aren‘t delicate and can be rough, careless or just clumsy. So the wall caddies that are screwed in eventually fall off due to constant touching or tugging. You can see the yellow wall anchor from a previous caddy in my pic of the black caddy. RIP to my original wall caddy, lol. So I love that these caddies brought full back adhesive. The adhesive sticker covers the entire back of the caddy and that baby is holding on strong, lol! Its been 2 weeks and hasn‘t budged. The slots are optional. Each caddy has 2 slot inserts. They are removable but not adjustable. So you can‘t adjust the width of the slots but you can remove 1 insert to create a larger slot. ",20241021,size_fit; durability; value_or_quantity,https://www.amazon.com/gp/customer-reviews/RQYQFZ47TCL9Z,False,"[{""name"":""Color"",""detail"":""White&Black""}]",0
B0DDPQNDWR,B0DDPV261N,https://www.amazon.com/dp/B0DDPV261N,5.0,Great Value,"Great set for $19. These caddies are well made and sturdy. Screws and anchors were included but I didn‘t use them.  They weren‘t the heavy duty quality but decent enough for the price and weight of these caddies. But I didn‘t use them because screwed in caddies, even with anchors, then to fall off the wall. I have teens, big kids and little kids. They aren‘t delicate and can be rough, careless or just clumsy. So the wall caddies that are screwed in eventually fall off due to constant touching or tugging. You can see the yellow wall anchor from a previous caddy in my pic of the black caddy. RIP to my original wall caddy, lol. So I love that these caddies brought full back adhesive. The adhesive sticker covers the entire back of the caddy and that baby is holding on strong, lol! Its been 2 weeks and hasn‘t budged. The slots are optional. Each caddy has 2 slot inserts. They are removable but not adjustable. So you can‘t adjust the width of the slots but you can remove 1 insert to create a larger slot.",20241021,size_fit; durability; value_or_quantity,https://www.amazon.com/gp/customer-reviews/RQYQFZ47TCL9Z,False,[],0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,Fantastic product,"This was exactly what I needed to mount on the side of my nightstand. It will hold five normal size remotes, which you can see in the one photo but I’m really only holding four remotes. I love having one spot to put them all and I like that it’s not taking up space on my nightstand. It comes with two dividers, which I chose not to use because then you really can only put three controllers so I’m just not using the dividers. It comes with Anchors and screws if you want to mount it to drywall but I chose to use the 3M double sided sticky tape which made insulation 30 seconds long. This is exactly what I wanted and I’m so glad that I ordered it. It’s really sturdy plastic. ",20241021,freshness_or_drying; size_fit,https://www.amazon.com/gp/customer-reviews/RM7JAPTFMVBQT,False,"[{""name"":""Color"",""detail"":""Black""}]",0
B0DDPQNDWR,B0DDPQNDWR,https://www.amazon.com/dp/B0DDPQNDWR,5.0,Perfect gift,This is a genius idea.  It smoothly fits on the backboard of my bed but blends with the dark wood so much you can hardly see it.  Fits 2 remotes and my cell phone with ease. Easy to peel and stick ,20241015,freshness_or_drying; size_fit,https://www.amazon.com/gp/customer-reviews/R25Y0V5SQTY5HL,False,"[{""name"":""Color"",""detail"":""Black""}]",0
